               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 154,            0.040249,            0.067263,           0.0071288,             0.59072,             0.44662,             0.47739,             0.24026,            0.037973,            0.068341,           0.0061096,           0.0053587,           0.0053587,           0.0053587
                 155,            0.040227,            0.067153,           0.0070762,             0.59759,             0.44216,             0.47656,             0.23998,            0.037971,            0.068336,           0.0061067,           0.0053116,           0.0053116,           0.0053116
                 156,            0.040212,            0.067255,           0.0070994,             0.59732,             0.44356,             0.47687,              0.2402,            0.037966,             0.06833,           0.0061051,           0.0052645,           0.0052645,           0.0052645
                 157,            0.040179,            0.067168,           0.0070886,             0.66542,             0.44972,              0.4773,             0.24049,            0.037961,            0.068323,            0.006101,           0.0052174,           0.0052174,           0.0052174
                 158,            0.040145,            0.067206,           0.0070573,             0.66619,             0.45006,             0.47693,              0.2405,            0.037958,            0.068321,            0.006101,           0.0051704,           0.0051704,           0.0051704
                 159,            0.040179,            0.067193,           0.0070481,             0.66986,             0.44813,             0.47653,              0.2404,            0.037953,            0.068316,           0.0060973,           0.0051234,           0.0051234,           0.0051234
                 160,            0.040129,            0.066993,           0.0070316,              0.6743,             0.44586,             0.47792,             0.24072,            0.037947,            0.068306,           0.0060948,           0.0050765,           0.0050765,           0.0050765
                 161,            0.040087,            0.067099,           0.0070006,             0.58575,             0.45028,              0.4776,             0.24055,            0.037943,              0.0683,           0.0060911,           0.0050296,           0.0050296,           0.0050296
                 162,            0.040084,             0.06708,             0.00702,             0.59672,             0.44402,             0.47802,             0.24078,            0.037939,              0.0683,           0.0060901,           0.0049828,           0.0049828,           0.0049828
                 163,            0.040103,             0.06702,           0.0070337,             0.59144,             0.44667,             0.47819,               0.241,            0.037934,            0.068293,           0.0060914,            0.004936,            0.004936,            0.004936
                 164,             0.04005,            0.066892,            0.007018,             0.58417,             0.45129,             0.47793,             0.24081,            0.037931,            0.068293,           0.0060927,           0.0048893,           0.0048893,           0.0048893
                 165,            0.040065,            0.066906,            0.007042,             0.56731,             0.46004,             0.47779,             0.24098,             0.03793,            0.068286,           0.0060929,           0.0048426,           0.0048426,           0.0048426
                 166,            0.040048,            0.067041,           0.0070183,             0.57387,             0.45641,             0.47829,              0.2411,            0.037927,            0.068283,           0.0060926,            0.004796,            0.004796,            0.004796
                 167,             0.04005,            0.067131,            0.007002,             0.57893,             0.45476,             0.47848,             0.24129,            0.037922,            0.068278,           0.0060929,           0.0047495,           0.0047495,           0.0047495
                 168,            0.039995,            0.066995,            0.006947,             0.58029,             0.45451,              0.4782,             0.24124,            0.037917,            0.068277,           0.0060919,           0.0047031,           0.0047031,           0.0047031
                 169,                0.04,            0.066935,           0.0069409,             0.57963,             0.45394,             0.47831,             0.24107,            0.037914,            0.068271,           0.0060917,           0.0046568,           0.0046568,           0.0046568
                 170,            0.039933,            0.066679,           0.0069596,             0.57657,             0.45658,             0.47845,             0.24097,            0.037911,            0.068269,            0.006092,           0.0046105,           0.0046105,           0.0046105
                 171,            0.039955,            0.066889,           0.0069043,             0.59373,             0.44779,             0.47846,             0.24106,            0.037905,            0.068255,           0.0060929,           0.0045644,           0.0045644,           0.0045644
                 172,            0.039926,             0.06683,           0.0069135,             0.59144,             0.44946,             0.47894,             0.24132,            0.037902,             0.06825,           0.0060918,           0.0045184,           0.0045184,           0.0045184
                 173,            0.039903,             0.06677,           0.0068973,               0.595,             0.44806,             0.47924,             0.24155,            0.037898,            0.068239,           0.0060906,           0.0044724,           0.0044724,           0.0044724
                 174,             0.03988,            0.066654,           0.0068958,             0.58947,             0.45115,             0.47919,             0.24158,            0.037891,            0.068236,           0.0060902,           0.0044266,           0.0044266,           0.0044266
                 175,            0.039911,            0.066922,           0.0068417,             0.59876,             0.44626,             0.47902,              0.2417,            0.037888,            0.068231,           0.0060903,           0.0043809,           0.0043809,           0.0043809
                 176,            0.039915,            0.066849,           0.0068832,             0.59762,             0.44708,             0.47918,             0.24185,            0.037884,            0.068228,           0.0060917,           0.0043353,           0.0043353,           0.0043353
                 177,            0.039845,            0.066645,           0.0069099,             0.60107,             0.44488,             0.47915,             0.24192,            0.037882,            0.068226,           0.0060924,           0.0042899,           0.0042899,           0.0042899
                 178,            0.039854,            0.066719,           0.0069134,             0.60247,             0.44427,             0.47914,             0.24185,            0.037877,             0.06822,           0.0060907,           0.0042445,           0.0042445,           0.0042445
                 179,            0.039805,            0.066412,           0.0068315,             0.59483,             0.44921,             0.47965,             0.24211,            0.037874,            0.068213,           0.0060904,           0.0041994,           0.0041994,           0.0041994
                 180,             0.03977,            0.066484,           0.0068069,             0.60588,             0.44205,             0.47949,             0.24203,             0.03787,            0.068205,           0.0060908,           0.0041543,           0.0041543,           0.0041543
                 181,            0.039749,            0.066641,           0.0068323,             0.69346,             0.43772,             0.47988,              0.2422,            0.037866,            0.068198,           0.0060917,           0.0041094,           0.0041094,           0.0041094
                 182,            0.039718,            0.066432,           0.0068058,               0.688,             0.44014,             0.47974,             0.24228,            0.037862,            0.068191,           0.0060918,           0.0040647,           0.0040647,           0.0040647
                 183,            0.039752,            0.066573,           0.0068176,             0.60289,             0.44485,             0.47967,             0.24211,            0.037859,            0.068186,           0.0060923,           0.0040201,           0.0040201,           0.0040201
                 184,            0.039719,            0.066553,           0.0068265,             0.67457,             0.44803,             0.48024,             0.24235,            0.037854,            0.068181,           0.0060928,           0.0039757,           0.0039757,           0.0039757
                 185,            0.039714,            0.066518,           0.0067969,             0.67801,             0.44777,              0.4805,             0.24238,             0.03785,            0.068177,           0.0060913,           0.0039314,           0.0039314,           0.0039314
                 186,            0.039683,            0.066535,           0.0067961,             0.67328,             0.44916,             0.48052,             0.24253,            0.037843,            0.068168,           0.0060892,           0.0038873,           0.0038873,           0.0038873
                 187,              0.0397,            0.066442,           0.0067678,             0.59478,             0.44975,             0.48047,             0.24271,            0.037841,            0.068173,           0.0060891,           0.0038434,           0.0038434,           0.0038434
                 188,            0.039643,            0.066533,           0.0067625,             0.57828,             0.45814,             0.48054,             0.24259,            0.037838,             0.06817,           0.0060902,           0.0037997,           0.0037997,           0.0037997
                 189,            0.039561,            0.066387,           0.0067409,             0.61042,             0.44054,             0.48079,             0.24249,            0.037835,            0.068172,           0.0060913,           0.0037562,           0.0037562,           0.0037562
                 190,            0.039602,             0.06641,            0.006742,             0.59492,             0.44854,             0.48059,             0.24242,            0.037831,            0.068166,           0.0060908,           0.0037128,           0.0037128,           0.0037128
                 191,            0.039608,            0.066432,           0.0067606,             0.59593,             0.44754,             0.48034,             0.24267,            0.037827,            0.068161,           0.0060908,           0.0036697,           0.0036697,           0.0036697
                 192,            0.039614,            0.066379,           0.0066963,              0.5882,             0.45203,             0.48081,             0.24283,            0.037822,            0.068156,           0.0060897,           0.0036267,           0.0036267,           0.0036267
                 193,            0.039561,            0.066187,           0.0067446,             0.58228,             0.45577,             0.48098,             0.24298,            0.037816,            0.068155,           0.0060892,            0.003584,            0.003584,            0.003584
                 194,            0.039537,             0.06607,           0.0066923,             0.59762,             0.44708,             0.48088,             0.24308,            0.037814,            0.068155,           0.0060872,           0.0035415,           0.0035415,           0.0035415
                 195,            0.039528,            0.066348,           0.0067043,              0.6902,             0.43908,             0.48125,              0.2432,            0.037812,            0.068155,           0.0060886,           0.0034991,           0.0034991,           0.0034991
                 196,            0.039537,            0.066302,           0.0066834,              0.6847,             0.44096,             0.48105,             0.24301,            0.037809,            0.068154,           0.0060877,            0.003457,            0.003457,            0.003457
                 197,            0.039496,            0.066303,           0.0066709,             0.67164,             0.44846,              0.4814,             0.24297,            0.037804,            0.068151,           0.0060876,           0.0034152,           0.0034152,           0.0034152
                 198,            0.039419,            0.065885,           0.0066466,             0.69279,              0.4379,             0.48166,             0.24302,            0.037799,            0.068148,           0.0060872,           0.0033735,           0.0033735,           0.0033735
                 199,            0.039423,            0.066151,           0.0066553,             0.66962,             0.45062,             0.48179,             0.24304,            0.037794,            0.068142,           0.0060872,           0.0033321,           0.0033321,           0.0033321
                 200,            0.039441,             0.06616,           0.0066465,             0.58662,             0.45327,             0.48169,             0.24303,             0.03779,            0.068139,           0.0060858,           0.0032909,           0.0032909,           0.0032909
                 201,            0.039461,            0.066047,           0.0066309,             0.59729,             0.44877,             0.48183,             0.24296,            0.037787,             0.06814,           0.0060856,             0.00325,             0.00325,             0.00325
                 202,            0.039394,            0.066045,             0.00659,             0.68589,             0.44264,             0.48179,             0.24282,            0.037783,            0.068134,           0.0060882,           0.0032093,           0.0032093,           0.0032093
                 203,            0.039364,            0.066097,           0.0066063,             0.58358,             0.45569,             0.48162,             0.24294,            0.037779,            0.068139,           0.0060905,           0.0031689,           0.0031689,           0.0031689
                 204,            0.039339,            0.065954,           0.0065594,             0.66066,             0.45476,             0.48108,               0.243,            0.037773,            0.068132,           0.0060909,           0.0031287,           0.0031287,           0.0031287
                 205,            0.039343,            0.066085,           0.0066028,             0.67341,              0.4474,             0.48122,             0.24305,            0.037771,            0.068131,           0.0060937,           0.0030888,           0.0030888,           0.0030888
                 206,            0.039304,            0.065818,           0.0065725,             0.64669,             0.46144,             0.48118,             0.24299,            0.037769,            0.068127,           0.0060952,           0.0030491,           0.0030491,           0.0030491
                 207,            0.039259,            0.065968,             0.00655,             0.67377,             0.44615,             0.48064,             0.24289,            0.037765,            0.068124,           0.0060964,           0.0030097,           0.0030097,           0.0030097
                 208,            0.039269,            0.066008,           0.0065054,             0.67291,              0.4476,             0.48086,             0.24278,            0.037763,             0.06812,            0.006099,           0.0029706,           0.0029706,           0.0029706
                 209,            0.039239,            0.065854,           0.0065343,               0.662,             0.45269,             0.48083,             0.24265,             0.03776,            0.068115,           0.0061002,           0.0029318,           0.0029318,           0.0029318
                 210,            0.039236,            0.065813,           0.0065763,             0.66526,             0.45276,             0.48129,             0.24294,            0.037756,             0.06811,              0.0061,           0.0028932,           0.0028932,           0.0028932
                 211,             0.03924,            0.065832,           0.0065139,             0.66318,             0.45293,             0.48126,             0.24288,            0.037754,            0.068108,           0.0061023,            0.002855,            0.002855,            0.002855
                 212,            0.039206,            0.065736,           0.0064982,             0.65831,             0.45525,             0.48114,             0.24302,            0.037751,            0.068107,           0.0061037,            0.002817,            0.002817,            0.002817
                 213,            0.039155,            0.065694,           0.0064866,             0.65248,             0.45899,             0.48154,             0.24284,             0.03775,            0.068107,            0.006107,           0.0027793,           0.0027793,           0.0027793
