,segment,speed,detection,obj_class,detection_ts,start_ts,end_ts,start_filename,end_filename
406,College Ave,0.9655172413793105,true,fedex_truck,2021-10-28 20:21:17,2021-10-28 20:14:27,2021-10-28 20:23:09,GRMN_Bancroft_2534.MP4,GRMN_Bancroft_2543.MP4
407,College Ave,0.9655172413793105,true,amazon_truck,2021-10-28 20:21:48,2021-10-28 20:14:27,2021-10-28 20:23:09,GRMN_Bancroft_2534.MP4,GRMN_Bancroft_2543.MP4
408,College Ave,0.9655172413793105,true,amazon_truck,2021-10-28 20:21:51,2021-10-28 20:14:27,2021-10-28 20:23:09,GRMN_Bancroft_2534.MP4,GRMN_Bancroft_2543.MP4
409,College Ave,0.9655172413793105,true,amazon_truck,2021-10-28 20:21:56,2021-10-28 20:14:27,2021-10-28 20:23:09,GRMN_Bancroft_2534.MP4,GRMN_Bancroft_2543.MP4
410,College Ave,0.9655172413793105,true,amazon_truck,2021-10-28 20:21:58,2021-10-28 20:14:27,2021-10-28 20:23:09,GRMN_Bancroft_2534.MP4,GRMN_Bancroft_2543.MP4
411,College Ave,0.9655172413793105,true,amazon_truck,2021-10-28 20:22:10,2021-10-28 20:14:27,2021-10-28 20:23:09,GRMN_Bancroft_2534.MP4,GRMN_Bancroft_2543.MP4
412,College Ave,0.9655172413793105,true,amazon_truck,2021-10-28 20:22:15,2021-10-28 20:14:27,2021-10-28 20:23:09,GRMN_Bancroft_2534.MP4,GRMN_Bancroft_2543.MP4
413,College Ave,0.9655172413793105,true,amazon_truck,2021-10-28 20:22:17,2021-10-28 20:14:27,2021-10-28 20:23:09,GRMN_Bancroft_2534.MP4,GRMN_Bancroft_2543.MP4
414,College Ave,0.9655172413793105,true,amazon_truck,2021-10-28 20:22:18,2021-10-28 20:14:27,2021-10-28 20:23:09,GRMN_Bancroft_2534.MP4,GRMN_Bancroft_2543.MP4
415,College Ave,0.9655172413793105,true,fedex_truck,2021-10-28 20:22:21,2021-10-28 20:14:27,2021-10-28 20:23:09,GRMN_Bancroft_2534.MP4,GRMN_Bancroft_2543.MP4
416,College Ave,0.9655172413793105,true,amazon_truck,2021-10-28 20:22:46,2021-10-28 20:14:27,2021-10-28 20:23:09,GRMN_Bancroft_2534.MP4,GRMN_Bancroft_2543.MP4
417,College Ave,0.9655172413793105,true,fedex_truck,2021-10-28 20:22:47,2021-10-28 20:14:27,2021-10-28 20:23:09,GRMN_Bancroft_2534.MP4,GRMN_Bancroft_2543.MP4
418,College Ave,0.9655172413793105,true,fedex_truck,2021-10-28 20:22:48,2021-10-28 20:14:27,2021-10-28 20:23:09,GRMN_Bancroft_2534.MP4,GRMN_Bancroft_2543.MP4
419,College Ave,0.9655172413793105,true,fedex_truck,2021-10-28 20:22:49,2021-10-28 20:14:27,2021-10-28 20:23:09,GRMN_Bancroft_2534.MP4,GRMN_Bancroft_2543.MP4
420,College Ave,0.9655172413793105,true,fedex_truck,2021-10-28 20:22:50,2021-10-28 20:14:27,2021-10-28 20:23:09,GRMN_Bancroft_2534.MP4,GRMN_Bancroft_2543.MP4
421,College Ave,0.9655172413793105,true,fedex_truck,2021-10-28 20:22:51,2021-10-28 20:14:27,2021-10-28 20:23:09,GRMN_Bancroft_2534.MP4,GRMN_Bancroft_2543.MP4
422,College Ave,0.9655172413793105,true,fedex_truck,2021-10-28 20:22:52,2021-10-28 20:14:27,2021-10-28 20:23:09,GRMN_Bancroft_2534.MP4,GRMN_Bancroft_2543.MP4
423,College Ave,0.9655172413793105,true,fedex_truck,2021-10-28 20:22:53,2021-10-28 20:14:27,2021-10-28 20:23:09,GRMN_Bancroft_2534.MP4,GRMN_Bancroft_2543.MP4
424,College Ave,0.9655172413793105,true,fedex_truck,2021-10-28 20:22:54,2021-10-28 20:14:27,2021-10-28 20:23:09,GRMN_Bancroft_2534.MP4,GRMN_Bancroft_2543.MP4
425,College Ave,0.9655172413793105,true,fedex_truck,2021-10-28 20:22:55,2021-10-28 20:14:27,2021-10-28 20:23:09,GRMN_Bancroft_2534.MP4,GRMN_Bancroft_2543.MP4
426,College Ave,0.9655172413793105,true,fedex_truck,2021-10-28 20:22:56,2021-10-28 20:14:27,2021-10-28 20:23:09,GRMN_Bancroft_2534.MP4,GRMN_Bancroft_2543.MP4
427,College Ave,0.9655172413793105,true,fedex_truck,2021-10-28 20:22:57,2021-10-28 20:14:27,2021-10-28 20:23:09,GRMN_Bancroft_2534.MP4,GRMN_Bancroft_2543.MP4
428,College Ave,0.9655172413793105,true,fedex_truck,2021-10-28 20:22:58,2021-10-28 20:14:27,2021-10-28 20:23:09,GRMN_Bancroft_2534.MP4,GRMN_Bancroft_2543.MP4
429,College Ave,0.9655172413793105,true,fedex_truck,2021-10-28 20:23:00,2021-10-28 20:14:27,2021-10-28 20:23:09,GRMN_Bancroft_2534.MP4,GRMN_Bancroft_2543.MP4
430,College Ave,0.9655172413793105,true,fedex_truck,2021-10-28 20:23:01,2021-10-28 20:14:27,2021-10-28 20:23:09,GRMN_Bancroft_2534.MP4,GRMN_Bancroft_2543.MP4
431,College Ave,0.9655172413793105,true,fedex_truck,2021-10-28 20:23:02,2021-10-28 20:14:27,2021-10-28 20:23:09,GRMN_Bancroft_2534.MP4,GRMN_Bancroft_2543.MP4
432,College Ave,0.9655172413793105,true,amazon_truck,2021-10-28 20:23:03,2021-10-28 20:14:27,2021-10-28 20:23:09,GRMN_Bancroft_2534.MP4,GRMN_Bancroft_2543.MP4
433,College Ave,0.9655172413793105,true,fedex_truck,2021-10-28 20:23:03,2021-10-28 20:14:27,2021-10-28 20:23:09,GRMN_Bancroft_2534.MP4,GRMN_Bancroft_2543.MP4
434,College Ave,0.9655172413793105,true,amazon_truck,2021-10-28 20:23:04,2021-10-28 20:14:27,2021-10-28 20:23:09,GRMN_Bancroft_2534.MP4,GRMN_Bancroft_2543.MP4
435,College Ave,0.9655172413793105,true,fedex_truck,2021-10-28 20:23:04,2021-10-28 20:14:27,2021-10-28 20:23:09,GRMN_Bancroft_2534.MP4,GRMN_Bancroft_2543.MP4
436,College Ave,0.9655172413793105,true,fedex_truck,2021-10-28 20:23:05,2021-10-28 20:14:27,2021-10-28 20:23:09,GRMN_Bancroft_2534.MP4,GRMN_Bancroft_2543.MP4
437,College Ave,0.9655172413793105,true,fedex_truck,2021-10-28 20:23:06,2021-10-28 20:14:27,2021-10-28 20:23:09,GRMN_Bancroft_2534.MP4,GRMN_Bancroft_2543.MP4
438,College Ave,0.9655172413793105,true,fedex_truck,2021-10-28 20:23:07,2021-10-28 20:14:27,2021-10-28 20:23:09,GRMN_Bancroft_2534.MP4,GRMN_Bancroft_2543.MP4
439,College Ave,0.9655172413793105,true,fedex_truck,2021-10-28 20:23:08,2021-10-28 20:14:27,2021-10-28 20:23:09,GRMN_Bancroft_2534.MP4,GRMN_Bancroft_2543.MP4
440,Shattuck,17.217391304347824,false,,,2021-10-28 20:24:16,2021-10-28 20:25:48,GRMN_Bancroft_2544.MP4,GRMN_Bancroft_2545.MP4
441,College Ave,12.600000000000001,false,,,2021-10-28 20:50:05,2021-10-28 20:50:45,GRMN_Bancroft_2547.MP4,GRMN_Bancroft_2547.MP4
442,Bus Stop,9.473684210526315,true,amazon_truck,2021-10-28 20:51:28,2021-10-28 20:51:01,2021-10-28 20:51:58,GRMN_Bancroft_2548.MP4,GRMN_Bancroft_2548.MP4
443,Bus Stop,9.473684210526315,true,amazon_truck,2021-10-28 20:51:31,2021-10-28 20:51:01,2021-10-28 20:51:58,GRMN_Bancroft_2548.MP4,GRMN_Bancroft_2548.MP4
444,Bus Stop,9.473684210526315,true,amazon_truck,2021-10-28 20:51:32,2021-10-28 20:51:01,2021-10-28 20:51:58,GRMN_Bancroft_2548.MP4,GRMN_Bancroft_2548.MP4
445,Bus Stop,9.473684210526315,true,amazon_truck,2021-10-28 20:51:33,2021-10-28 20:51:01,2021-10-28 20:51:58,GRMN_Bancroft_2548.MP4,GRMN_Bancroft_2548.MP4
446,Bus Stop,9.473684210526315,true,amazon_truck,2021-10-28 20:51:34,2021-10-28 20:51:01,2021-10-28 20:51:58,GRMN_Bancroft_2548.MP4,GRMN_Bancroft_2548.MP4
447,Bus Stop,9.473684210526315,true,amazon_truck,2021-10-28 20:51:36,2021-10-28 20:51:01,2021-10-28 20:51:58,GRMN_Bancroft_2548.MP4,GRMN_Bancroft_2548.MP4
448,Bus Stop,9.473684210526315,true,amazon_truck,2021-10-28 20:51:37,2021-10-28 20:51:01,2021-10-28 20:51:58,GRMN_Bancroft_2548.MP4,GRMN_Bancroft_2548.MP4
449,Bus Stop,9.473684210526315,true,amazon_truck,2021-10-28 20:51:38,2021-10-28 20:51:01,2021-10-28 20:51:58,GRMN_Bancroft_2548.MP4,GRMN_Bancroft_2548.MP4
450,Bus Stop,9.473684210526315,true,amazon_truck,2021-10-28 20:51:39,2021-10-28 20:51:01,2021-10-28 20:51:58,GRMN_Bancroft_2548.MP4,GRMN_Bancroft_2548.MP4
451,Bus Stop,9.473684210526315,true,amazon_truck,2021-10-28 20:51:40,2021-10-28 20:51:01,2021-10-28 20:51:58,GRMN_Bancroft_2548.MP4,GRMN_Bancroft_2548.MP4
452,Bus Stop,9.473684210526315,true,amazon_truck,2021-10-28 20:51:42,2021-10-28 20:51:01,2021-10-28 20:51:58,GRMN_Bancroft_2548.MP4,GRMN_Bancroft_2548.MP4
453,Bus Stop,9.473684210526315,true,amazon_truck,2021-10-28 20:51:43,2021-10-28 20:51:01,2021-10-28 20:51:58,GRMN_Bancroft_2548.MP4,GRMN_Bancroft_2548.MP4
454,Bus Stop,9.473684210526315,true,amazon_truck,2021-10-28 20:51:44,2021-10-28 20:51:01,2021-10-28 20:51:58,GRMN_Bancroft_2548.MP4,GRMN_Bancroft_2548.MP4
455,Bus Stop,9.473684210526315,true,amazon_truck,2021-10-28 20:51:46,2021-10-28 20:51:01,2021-10-28 20:51:58,GRMN_Bancroft_2548.MP4,GRMN_Bancroft_2548.MP4
456,Bus Stop,9.473684210526315,true,amazon_truck,2021-10-28 20:51:47,2021-10-28 20:51:01,2021-10-28 20:51:58,GRMN_Bancroft_2548.MP4,GRMN_Bancroft_2548.MP4
457,Bus Stop,9.473684210526315,true,amazon_truck,2021-10-28 20:51:48,2021-10-28 20:51:01,2021-10-28 20:51:58,GRMN_Bancroft_2548.MP4,GRMN_Bancroft_2548.MP4
458,Bus Stop,9.473684210526315,true,amazon_truck,2021-10-28 20:51:53,2021-10-28 20:51:01,2021-10-28 20:51:58,GRMN_Bancroft_2548.MP4,GRMN_Bancroft_2548.MP4
459,Bus Stop,9.473684210526315,true,amazon_truck,2021-10-28 20:51:55,2021-10-28 20:51:01,2021-10-28 20:51:58,GRMN_Bancroft_2548.MP4,GRMN_Bancroft_2548.MP4
460,Bus Stop,9.473684210526315,true,amazon_truck,2021-10-28 20:51:56,2021-10-28 20:51:01,2021-10-28 20:51:58,GRMN_Bancroft_2548.MP4,GRMN_Bancroft_2548.MP4
461,Bus Stop,9.473684210526315,true,amazon_truck,2021-10-28 20:51:57,2021-10-28 20:51:01,2021-10-28 20:51:58,GRMN_Bancroft_2548.MP4,GRMN_Bancroft_2548.MP4
462,College Ave,7.522388059701494,false,,,2021-10-28 21:21:24,2021-10-28 21:22:31,GRMN_Bancroft_2553.MP4,GRMN_Bancroft_2554.MP4
463,Shattuck,10.285714285714286,false,,,2021-10-28 21:24:18,2021-10-28 21:26:52,GRMN_Bancroft_2556.MP4,GRMN_Bancroft_2558.MP4
464,College Ave,12.923076923076923,true,amazon_truck,2021-10-28 21:47:20,2021-10-28 21:47:05,2021-10-28 21:47:44,GRMN_Bancroft_2560.MP4,GRMN_Bancroft_2560.MP4
465,Shattuck,16.329896907216494,false,,,2021-10-28 21:51:25,2021-10-28 21:53:02,GRMN_Bancroft_2564.MP4,GRMN_Bancroft_2565.MP4
466,College Ave,10.080000000000002,false,,,2021-10-28 22:16:31,2021-10-28 22:17:21,GRMN_Bancroft_2567.MP4,GRMN_Bancroft_2568.MP4
467,College Ave,6.545454545454547,true,fedex_truck,2021-10-28 22:48:13,2021-10-28 22:47:26,2021-10-28 22:48:43,GRMN_Bancroft_2576.MP4,GRMN_Bancroft_2577.MP4
468,College Ave,12.0,true,ups_truck,2021-10-28 23:18:43,2021-10-28 23:18:10,2021-10-28 23:18:52,GRMN_Bancroft_2582.MP4,GRMN_Bancroft_2582.MP4
469,College Ave,9.692307692307693,false,,,2021-10-28 23:48:56,2021-10-28 23:49:48,GRMN_Bancroft_2588.MP4,GRMN_Bancroft_2589.MP4
470,Bus Stop,18.620689655172413,true,ups_truck,2021-10-28 23:50:22,2021-10-28 23:50:12,2021-10-28 23:50:41,GRMN_Bancroft_2590.MP4,GRMN_Bancroft_2590.MP4
471,College Ave,8.4,true,fedex_truck,2021-10-29 00:28:43,2021-10-29 00:27:56,2021-10-29 00:28:56,GRMN_Bancroft_2597.MP4,GRMN_Bancroft_2598.MP4
472,Bus Stop,18.0,false,,,2021-10-29 00:29:10,2021-10-29 00:29:40,GRMN_Bancroft_2598.MP4,GRMN_Bancroft_2598.MP4
473,Shattuck,13.3109243697479,false,,,2021-10-29 00:30:47,2021-10-29 00:32:46,GRMN_Bancroft_2599.MP4,GRMN_Bancroft_2601.MP4
474,College Ave,6.904109589041097,false,,,2021-10-29 00:54:40,2021-10-29 00:55:53,GRMN_Bancroft_2603.MP4,GRMN_Bancroft_2604.MP4
475,College Ave,8.842105263157896,false,,,2021-10-29 01:27:30,2021-10-29 01:28:27,GRMN_Bancroft_2609.MP4,GRMN_Bancroft_2610.MP4
476,College Ave,12.923076923076923,false,,,2021-10-29 01:53:37,2021-10-29 01:54:16,GRMN_Bancroft_2614.MP4,GRMN_Bancroft_2615.MP4
477,College Ave,18.666666666666668,false,,,2021-10-29 02:22:03,2021-10-29 02:22:30,GRMN_Bancroft_2621.MP4,GRMN_Bancroft_2621.MP4
478,Bus Stop,16.363636363636363,false,,,2021-10-29 02:23:13,2021-10-29 02:23:46,GRMN_Bancroft_2622.MP4,GRMN_Bancroft_2622.MP4
479,College Ave,0.9264705882352942,false,,,2021-10-29 14:10:25,2021-10-29 14:19:29,GRMN_Bancroft_2626.MP4,GRMN_Bancroft_2635.MP4
480,Shattuck,13.773913043478261,false,,,2021-10-29 14:20:49,2021-10-29 14:22:44,GRMN_Bancroft_2637.MP4,GRMN_Bancroft_2638.MP4
481,College Ave,9.692307692307693,false,,,2021-10-29 14:46:34,2021-10-29 14:47:26,GRMN_Bancroft_2639.MP4,GRMN_Bancroft_2640.MP4
482,Bus Stop,16.875,true,amazon_truck,2021-10-29 14:47:42,2021-10-29 14:47:39,2021-10-29 14:48:11,GRMN_Bancroft_2640.MP4,GRMN_Bancroft_2641.MP4
483,College Ave,13.263157894736842,true,amazon_truck,2021-10-29 15:21:12,2021-10-29 15:21:03,2021-10-29 15:21:41,GRMN_Bancroft_2647.MP4,GRMN_Bancroft_2647.MP4
484,College Ave,13.263157894736842,true,amazon_truck,2021-10-29 15:21:13,2021-10-29 15:21:03,2021-10-29 15:21:41,GRMN_Bancroft_2647.MP4,GRMN_Bancroft_2647.MP4
485,Shattuck,14.017699115044248,true,fedex_truck,2021-10-29 15:23:54,2021-10-29 15:23:50,2021-10-29 15:25:43,GRMN_Bancroft_2650.MP4,GRMN_Bancroft_2651.MP4
486,Shattuck,14.017699115044248,true,amazon_truck,2021-10-29 15:24:11,2021-10-29 15:23:50,2021-10-29 15:25:43,GRMN_Bancroft_2650.MP4,GRMN_Bancroft_2651.MP4
487,College Ave,1.6000000000000003,true,amazon_truck,2021-10-29 15:47:54,2021-10-29 15:47:06,2021-10-29 15:52:21,GRMN_Bancroft_2653.MP4,GRMN_Bancroft_2658.MP4
488,College Ave,1.6000000000000003,true,amazon_truck,2021-10-29 15:47:55,2021-10-29 15:47:06,2021-10-29 15:52:21,GRMN_Bancroft_2653.MP4,GRMN_Bancroft_2658.MP4
489,College Ave,1.6000000000000003,true,amazon_truck,2021-10-29 15:49:59,2021-10-29 15:47:06,2021-10-29 15:52:21,GRMN_Bancroft_2653.MP4,GRMN_Bancroft_2658.MP4
490,College Ave,14.4,false,,,2021-10-29 16:16:19,2021-10-29 16:16:54,GRMN_Bancroft_2664.MP4,GRMN_Bancroft_2665.MP4
491,College Ave,12.600000000000001,false,,,2021-10-29 16:47:22,2021-10-29 16:48:02,GRMN_Bancroft_2672.MP4,GRMN_Bancroft_2673.MP4
492,College Ave,15.750000000000002,false,,,2021-10-29 17:17:46,2021-10-29 17:18:18,GRMN_Bancroft_2681.MP4,GRMN_Bancroft_2682.MP4
493,College Ave,12.0,false,,,2021-10-29 17:50:21,2021-10-29 17:51:03,GRMN_Bancroft_2688.MP4,GRMN_Bancroft_2689.MP4
494,Shattuck,14.943396226415095,false,,,2021-10-29 17:53:05,2021-10-29 17:54:51,GRMN_Bancroft_2691.MP4,GRMN_Bancroft_2692.MP4
495,College Ave,13.263157894736842,true,ups_truck,2021-10-29 18:16:35,2021-10-29 18:16:30,2021-10-29 18:17:08,GRMN_Bancroft_2694.MP4,GRMN_Bancroft_2695.MP4
496,College Ave,13.263157894736842,true,ups_truck,2021-10-29 18:16:36,2021-10-29 18:16:30,2021-10-29 18:17:08,GRMN_Bancroft_2694.MP4,GRMN_Bancroft_2695.MP4
497,College Ave,13.263157894736842,true,ups_truck,2021-10-29 18:16:37,2021-10-29 18:16:30,2021-10-29 18:17:08,GRMN_Bancroft_2694.MP4,GRMN_Bancroft_2695.MP4
498,College Ave,13.263157894736842,true,ups_truck,2021-10-29 18:16:38,2021-10-29 18:16:30,2021-10-29 18:17:08,GRMN_Bancroft_2694.MP4,GRMN_Bancroft_2695.MP4
499,College Ave,13.263157894736842,true,ups_truck,2021-10-29 18:16:39,2021-10-29 18:16:30,2021-10-29 18:17:08,GRMN_Bancroft_2694.MP4,GRMN_Bancroft_2695.MP4
500,Shattuck,14.943396226415095,false,,,2021-10-29 18:19:04,2021-10-29 18:20:50,GRMN_Bancroft_2697.MP4,GRMN_Bancroft_2698.MP4
501,College Ave,11.454545454545455,false,,,2021-10-29 18:44:21,2021-10-29 18:45:05,GRMN_Bancroft_2700.MP4,GRMN_Bancroft_2701.MP4
502,College Ave,9.882352941176473,false,,,2021-10-29 19:19:38,2021-10-29 19:20:29,GRMN_Bancroft_2710.MP4,GRMN_Bancroft_2711.MP4
503,Shattuck,15.230769230769232,true,amazon_truck,2021-10-29 19:24:08,2021-10-29 19:23:00,2021-10-29 19:24:44,GRMN_Bancroft_2713.MP4,GRMN_Bancroft_2715.MP4
504,Shattuck,15.230769230769232,true,amazon_truck,2021-10-29 19:24:09,2021-10-29 19:23:00,2021-10-29 19:24:44,GRMN_Bancroft_2713.MP4,GRMN_Bancroft_2715.MP4
505,College Ave,20.160000000000004,false,,,2021-10-29 19:48:07,2021-10-29 19:48:32,GRMN_Bancroft_2717.MP4,GRMN_Bancroft_2717.MP4
506,Shattuck,19.08433734939759,true,amazon_truck,2021-10-29 19:53:35,2021-10-29 19:52:42,2021-10-29 19:54:05,GRMN_Bancroft_2721.MP4,GRMN_Bancroft_2722.MP4
507,Shattuck,19.08433734939759,true,amazon_truck,2021-10-29 19:53:37,2021-10-29 19:52:42,2021-10-29 19:54:05,GRMN_Bancroft_2721.MP4,GRMN_Bancroft_2722.MP4
508,College Ave,6.146341463414634,true,amazon_truck,2021-10-29 20:18:18,2021-10-29 20:17:31,2021-10-29 20:18:53,GRMN_Bancroft_2724.MP4,GRMN_Bancroft_2725.MP4
509,College Ave,6.146341463414634,true,amazon_truck,2021-10-29 20:18:19,2021-10-29 20:17:31,2021-10-29 20:18:53,GRMN_Bancroft_2724.MP4,GRMN_Bancroft_2725.MP4
510,College Ave,6.146341463414634,true,amazon_truck,2021-10-29 20:18:20,2021-10-29 20:17:31,2021-10-29 20:18:53,GRMN_Bancroft_2724.MP4,GRMN_Bancroft_2725.MP4
511,College Ave,6.146341463414634,true,amazon_truck,2021-10-29 20:18:24,2021-10-29 20:17:31,2021-10-29 20:18:53,GRMN_Bancroft_2724.MP4,GRMN_Bancroft_2725.MP4
512,Bus Stop,15.88235294117647,false,,,2021-10-29 20:19:02,2021-10-29 20:19:36,GRMN_Bancroft_2725.MP4,GRMN_Bancroft_2726.MP4
513,College Ave,12.923076923076923,false,,,2021-10-29 20:46:09,2021-10-29 20:46:48,GRMN_Bancroft_2733.MP4,GRMN_Bancroft_2733.MP4
514,Bus Stop,11.249999999999998,true,amazon_truck,2021-10-29 20:47:24,2021-10-29 20:47:02,2021-10-29 20:47:50,GRMN_Bancroft_2733.MP4,GRMN_Bancroft_2734.MP4
515,Bus Stop,11.249999999999998,true,amazon_truck,2021-10-29 20:47:25,2021-10-29 20:47:02,2021-10-29 20:47:50,GRMN_Bancroft_2733.MP4,GRMN_Bancroft_2734.MP4
516,Bus Stop,11.249999999999998,true,amazon_truck,2021-10-29 20:47:26,2021-10-29 20:47:02,2021-10-29 20:47:50,GRMN_Bancroft_2733.MP4,GRMN_Bancroft_2734.MP4
517,Bus Stop,11.249999999999998,true,amazon_truck,2021-10-29 20:47:27,2021-10-29 20:47:02,2021-10-29 20:47:50,GRMN_Bancroft_2733.MP4,GRMN_Bancroft_2734.MP4
518,Bus Stop,11.249999999999998,true,amazon_truck,2021-10-29 20:47:28,2021-10-29 20:47:02,2021-10-29 20:47:50,GRMN_Bancroft_2733.MP4,GRMN_Bancroft_2734.MP4
519,Bus Stop,11.249999999999998,true,amazon_truck,2021-10-29 20:47:29,2021-10-29 20:47:02,2021-10-29 20:47:50,GRMN_Bancroft_2733.MP4,GRMN_Bancroft_2734.MP4
520,Bus Stop,11.249999999999998,true,amazon_truck,2021-10-29 20:47:30,2021-10-29 20:47:02,2021-10-29 20:47:50,GRMN_Bancroft_2733.MP4,GRMN_Bancroft_2734.MP4
521,Bus Stop,11.249999999999998,true,amazon_truck,2021-10-29 20:47:31,2021-10-29 20:47:02,2021-10-29 20:47:50,GRMN_Bancroft_2733.MP4,GRMN_Bancroft_2734.MP4
522,Bus Stop,11.249999999999998,true,amazon_truck,2021-10-29 20:47:32,2021-10-29 20:47:02,2021-10-29 20:47:50,GRMN_Bancroft_2733.MP4,GRMN_Bancroft_2734.MP4
523,Bus Stop,11.249999999999998,true,amazon_truck,2021-10-29 20:47:33,2021-10-29 20:47:02,2021-10-29 20:47:50,GRMN_Bancroft_2733.MP4,GRMN_Bancroft_2734.MP4
524,Bus Stop,11.249999999999998,true,amazon_truck,2021-10-29 20:47:34,2021-10-29 20:47:02,2021-10-29 20:47:50,GRMN_Bancroft_2733.MP4,GRMN_Bancroft_2734.MP4
525,Bus Stop,11.249999999999998,true,amazon_truck,2021-10-29 20:47:35,2021-10-29 20:47:02,2021-10-29 20:47:50,GRMN_Bancroft_2733.MP4,GRMN_Bancroft_2734.MP4
526,Bus Stop,11.249999999999998,true,amazon_truck,2021-10-29 20:47:36,2021-10-29 20:47:02,2021-10-29 20:47:50,GRMN_Bancroft_2733.MP4,GRMN_Bancroft_2734.MP4
527,Bus Stop,11.249999999999998,true,amazon_truck,2021-10-29 20:47:37,2021-10-29 20:47:02,2021-10-29 20:47:50,GRMN_Bancroft_2733.MP4,GRMN_Bancroft_2734.MP4
528,Bus Stop,11.249999999999998,true,amazon_truck,2021-10-29 20:47:38,2021-10-29 20:47:02,2021-10-29 20:47:50,GRMN_Bancroft_2733.MP4,GRMN_Bancroft_2734.MP4
529,Bus Stop,11.249999999999998,true,amazon_truck,2021-10-29 20:47:39,2021-10-29 20:47:02,2021-10-29 20:47:50,GRMN_Bancroft_2733.MP4,GRMN_Bancroft_2734.MP4
530,College Ave,12.600000000000001,false,,,2021-10-29 21:17:18,2021-10-29 21:17:58,GRMN_Bancroft_2739.MP4,GRMN_Bancroft_2739.MP4
531,College Ave,14.823529411764707,false,,,2021-11-08 15:11:43,2021-11-08 15:12:17,GRMN_Bancroft_343.MP4,GRMN_Bancroft_344.MP4
532,College Ave,9.692307692307693,true,fedex_truck,2021-11-08 15:44:44,2021-11-08 15:44:15,2021-11-08 15:45:07,GRMN_Bancroft_358.MP4,GRMN_Bancroft_358.MP4
533,College Ave,9.692307692307693,true,fedex_truck,2021-11-08 15:44:47,2021-11-08 15:44:15,2021-11-08 15:45:07,GRMN_Bancroft_358.MP4,GRMN_Bancroft_358.MP4
534,Shattuck,18.63529411764706,true,fedex_truck,2021-11-08 15:53:35,2021-11-08 15:53:26,2021-11-08 15:54:51,GRMN_Bancroft_367.MP4,GRMN_Bancroft_368.MP4
535,College Ave,15.272727272727273,false,,,2021-11-08 16:24:18,2021-11-08 16:24:51,GRMN_Bancroft_370.MP4,GRMN_Bancroft_370.MP4
536,College Ave,7.304347826086958,false,,,2021-11-08 16:50:18,2021-11-08 16:51:27,GRMN_Bancroft_375.MP4,GRMN_Bancroft_376.MP4
537,Bus Stop,18.0,false,,,2021-11-08 16:51:42,2021-11-08 16:52:12,GRMN_Bancroft_376.MP4,GRMN_Bancroft_376.MP4
538,College Ave,14.823529411764707,true,fedex_truck,2021-11-08 17:19:13,2021-11-08 17:19:11,2021-11-08 17:19:45,GRMN_Bancroft_380.MP4,GRMN_Bancroft_381.MP4
539,College Ave,14.823529411764707,true,fedex_truck,2021-11-08 17:19:14,2021-11-08 17:19:11,2021-11-08 17:19:45,GRMN_Bancroft_380.MP4,GRMN_Bancroft_381.MP4
540,College Ave,10.956521739130435,false,,,2021-11-08 17:45:35,2021-11-08 17:46:21,GRMN_Bancroft_389.MP4,GRMN_Bancroft_390.MP4
541,Shattuck,12.671999999999999,true,fedex_truck,2021-11-08 17:53:47,2021-11-08 17:51:58,2021-11-08 17:54:03,GRMN_Bancroft_395.MP4,GRMN_Bancroft_397.MP4
542,College Ave,6.720000000000001,true,fedex_truck,2021-11-08 18:19:46,2021-11-08 18:18:48,2021-11-08 18:20:03,GRMN_Bancroft_399.MP4,GRMN_Bancroft_400.MP4
543,College Ave,6.720000000000001,true,fedex_truck,2021-11-08 18:19:47,2021-11-08 18:18:48,2021-11-08 18:20:03,GRMN_Bancroft_399.MP4,GRMN_Bancroft_400.MP4
544,Shattuck,19.317073170731707,true,amazon_truck,2021-11-08 18:22:57,2021-11-08 18:22:46,2021-11-08 18:24:08,GRMN_Bancroft_403.MP4,GRMN_Bancroft_404.MP4
545,Shattuck,19.317073170731707,true,ups_truck,2021-11-08 18:22:59,2021-11-08 18:22:46,2021-11-08 18:24:08,GRMN_Bancroft_403.MP4,GRMN_Bancroft_404.MP4
546,Shattuck,19.317073170731707,true,fedex_truck,2021-11-08 18:23:04,2021-11-08 18:22:46,2021-11-08 18:24:08,GRMN_Bancroft_403.MP4,GRMN_Bancroft_404.MP4
547,Shattuck,19.317073170731707,true,amazon_truck,2021-11-08 18:23:15,2021-11-08 18:22:46,2021-11-08 18:24:08,GRMN_Bancroft_403.MP4,GRMN_Bancroft_404.MP4
548,Shattuck,19.317073170731707,true,amazon_truck,2021-11-08 18:23:16,2021-11-08 18:22:46,2021-11-08 18:24:08,GRMN_Bancroft_403.MP4,GRMN_Bancroft_404.MP4
549,Shattuck,19.317073170731707,true,fedex_truck,2021-11-08 18:23:24,2021-11-08 18:22:46,2021-11-08 18:24:08,GRMN_Bancroft_403.MP4,GRMN_Bancroft_404.MP4
550,Shattuck,19.317073170731707,true,ups_truck,2021-11-08 18:23:34,2021-11-08 18:22:46,2021-11-08 18:24:08,GRMN_Bancroft_403.MP4,GRMN_Bancroft_404.MP4
551,Shattuck,19.317073170731707,true,amazon_truck,2021-11-08 18:23:35,2021-11-08 18:22:46,2021-11-08 18:24:08,GRMN_Bancroft_403.MP4,GRMN_Bancroft_404.MP4
