               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2,  metrics/car_mAP_50,  metrics/bus_mAP_50,metrics/other_truck_mAP_50,metrics/uhaul_truck_mAP_50,metrics/fedex_truck_mAP_50,metrics/ups_truck_mAP_50,metrics/amazon_truck_mAP_50,metrics/usps_truck_mAP_50
                  84,            0.019256,           0.0070844,           0.0061421,             0.65159,             0.65305,             0.67298,             0.46342,            0.014823,           0.0046467,           0.0049319,           0.0027008,           0.0027008,           0.0027008,             0.53478,             0.62208,             0.43818,            0.051513,             0.43041,             0.68151,             0.54084,             0.40807
                  85,            0.019963,           0.0068665,           0.0061708,             0.65794,             0.64881,             0.68083,             0.44383,            0.015107,           0.0046429,           0.0048475,           0.0026895,           0.0026895,           0.0026895,             0.54108,             0.60902,             0.41361,            0.048699,             0.33722,             0.63633,             0.55373,             0.41093
                  86,            0.019383,           0.0068167,           0.0059229,             0.76238,             0.59346,             0.68571,             0.45399,            0.014975,           0.0046533,           0.0047634,           0.0026781,           0.0026781,           0.0026781,             0.53295,             0.62721,              0.4068,            0.045608,             0.38181,             0.66463,             0.57555,             0.39733
                  87,            0.019515,           0.0065996,           0.0062005,             0.68675,             0.63188,             0.69284,             0.45485,            0.015257,             0.00464,           0.0046537,           0.0026666,           0.0026666,           0.0026666,              0.5288,              0.6063,             0.45934,            0.046808,             0.39235,             0.62581,             0.58379,             0.39561
                  88,            0.018964,           0.0066137,           0.0058835,             0.78091,              0.6041,             0.70108,             0.47821,            0.014778,           0.0046553,            0.004646,            0.002655,            0.002655,            0.002655,             0.53858,             0.63111,             0.42443,            0.041824,             0.39702,             0.72404,             0.62182,             0.44687
                  89,            0.019466,           0.0070305,           0.0058676,             0.73502,             0.63709,             0.70935,             0.48976,            0.014837,           0.0046614,           0.0045766,           0.0026433,           0.0026433,           0.0026433,             0.54201,             0.61365,             0.45246,            0.049101,             0.46525,             0.69264,             0.63807,             0.46485
                  90,            0.019375,           0.0070308,           0.0058194,             0.85011,             0.58955,             0.70999,             0.48241,            0.014951,           0.0046765,           0.0045263,           0.0026315,           0.0026315,           0.0026315,             0.54386,             0.62043,             0.44337,            0.051463,             0.44841,             0.68057,             0.63199,              0.4392
                  91,             0.01911,           0.0067499,            0.005887,             0.78856,             0.61368,              0.7132,             0.47285,            0.015197,           0.0046644,           0.0044357,           0.0026196,           0.0026196,           0.0026196,              0.5389,             0.62064,             0.43752,            0.042357,             0.40309,             0.63553,             0.63112,              0.4736
                  92,            0.020105,           0.0068542,           0.0057988,             0.73689,             0.67161,             0.71904,             0.47852,            0.015225,             0.00467,           0.0043686,           0.0026076,           0.0026076,           0.0026076,             0.53214,             0.61341,             0.43089,            0.047096,             0.44116,             0.64354,             0.64588,             0.47409
                  93,            0.019029,           0.0072038,           0.0058011,               0.724,             0.70456,             0.72661,             0.47946,            0.015089,           0.0046569,           0.0043499,           0.0025956,           0.0025956,           0.0025956,             0.54005,             0.60253,             0.43249,            0.044341,             0.40892,              0.6765,             0.65164,             0.47919
                  94,            0.019433,           0.0070666,           0.0057164,             0.73664,             0.70303,             0.73378,              0.5068,            0.014853,           0.0046582,           0.0042726,           0.0025834,           0.0025834,           0.0025834,             0.53791,             0.61937,             0.45951,            0.045994,             0.44706,             0.74866,             0.69076,             0.50515
                  95,            0.019138,           0.0069849,            0.005573,             0.75841,             0.67621,             0.73003,             0.49193,            0.015134,           0.0046404,           0.0042624,           0.0025712,           0.0025712,           0.0025712,             0.53848,             0.62142,             0.45228,            0.037327,             0.38332,             0.69942,             0.69522,             0.50798
                  96,            0.018945,           0.0067078,           0.0055272,             0.76775,             0.69183,             0.73382,             0.49892,            0.015103,           0.0046541,           0.0041844,           0.0025589,           0.0025589,           0.0025589,             0.53588,             0.64237,             0.46089,            0.037262,             0.40504,             0.71279,             0.69073,             0.50642
                  97,            0.018806,             0.00669,           0.0051556,             0.77217,             0.68321,             0.73131,             0.50198,            0.015167,           0.0046523,           0.0041423,           0.0025464,           0.0025464,           0.0025464,             0.53975,             0.63298,             0.45131,             0.04254,             0.42362,             0.71613,             0.71212,             0.49741
                  98,            0.018902,           0.0067674,           0.0054474,             0.82369,             0.64881,             0.73713,              0.5093,            0.014957,            0.004676,            0.004125,            0.002534,            0.002534,            0.002534,              0.5404,             0.61432,             0.44884,            0.041547,             0.47694,             0.71247,             0.73921,             0.50072
                  99,            0.019179,           0.0067949,           0.0053368,             0.74705,             0.72634,             0.73839,             0.50243,            0.015068,           0.0046521,           0.0040739,           0.0025214,           0.0025214,           0.0025214,             0.53262,             0.62633,             0.46113,            0.041774,             0.43952,             0.71736,             0.70058,             0.50015
                 100,            0.018972,           0.0067669,           0.0054708,             0.86547,             0.62495,             0.73652,             0.50989,            0.014738,           0.0046797,           0.0039805,           0.0025087,           0.0025087,           0.0025087,             0.52975,             0.62815,             0.45279,            0.040047,             0.46278,             0.73129,             0.71889,             0.51541
                 101,            0.019137,           0.0065258,             0.00532,             0.83937,             0.66937,             0.74032,             0.49803,            0.014932,           0.0046685,           0.0039083,            0.002496,            0.002496,            0.002496,             0.53038,             0.62719,             0.44111,            0.034827,             0.43672,             0.69358,             0.69713,             0.52327
                 102,            0.019178,           0.0067924,           0.0051839,             0.86924,             0.65797,             0.74823,             0.50076,            0.014921,           0.0046764,           0.0038685,           0.0024832,           0.0024832,           0.0024832,             0.54347,             0.62253,              0.4631,            0.030976,             0.43299,             0.71585,             0.67694,              0.5202
                 103,            0.018804,           0.0067773,           0.0049944,              0.8584,             0.65813,             0.74412,              0.5128,            0.014585,           0.0046491,           0.0038787,           0.0024703,           0.0024703,           0.0024703,             0.54028,             0.62928,             0.45875,            0.039328,             0.45833,             0.69619,             0.75553,              0.5247
                 104,            0.018564,           0.0066842,           0.0050734,             0.79209,             0.69564,             0.74445,             0.51319,            0.014843,           0.0046348,           0.0038335,           0.0024574,           0.0024574,           0.0024574,             0.55045,             0.62372,             0.46638,            0.044611,             0.46239,              0.7364,             0.69883,             0.52274
                 105,             0.01876,           0.0067208,           0.0052144,              0.8744,              0.6633,              0.7499,             0.51464,            0.014802,           0.0046405,           0.0038362,           0.0024443,           0.0024443,           0.0024443,             0.54101,             0.61341,             0.46819,            0.039904,             0.43031,             0.72718,               0.757,             0.54012
                 106,            0.019453,           0.0069919,           0.0051682,             0.85997,             0.65656,              0.7473,             0.50264,            0.014759,           0.0046324,           0.0037754,           0.0024312,           0.0024312,           0.0024312,             0.53547,             0.61163,             0.46704,            0.040894,             0.40287,             0.72679,              0.7093,             0.52714
                 107,            0.018206,           0.0066147,           0.0048458,             0.88148,              0.6416,             0.75157,             0.51488,            0.014737,           0.0046308,           0.0036653,            0.002418,            0.002418,            0.002418,             0.54526,             0.62041,             0.48612,            0.038905,             0.41154,             0.69223,             0.77676,             0.54784
                 108,            0.018853,           0.0069172,           0.0048989,             0.82156,             0.69483,             0.75324,              0.5118,            0.014672,           0.0046618,           0.0036666,           0.0024048,           0.0024048,           0.0024048,             0.54097,             0.63235,             0.46525,             0.03669,              0.4233,             0.71537,             0.73049,             0.54997
                 109,            0.018772,           0.0068351,            0.004846,             0.77205,             0.73327,             0.74966,             0.50715,            0.014708,           0.0046372,           0.0036614,           0.0023915,           0.0023915,           0.0023915,             0.53867,             0.63476,             0.46479,            0.035393,             0.42717,             0.71323,             0.69824,             0.54496
                 110,            0.018704,           0.0070567,           0.0047455,             0.86072,             0.65804,             0.75104,             0.51121,            0.014758,           0.0046403,           0.0036505,           0.0023781,           0.0023781,           0.0023781,             0.54737,             0.62754,             0.48233,            0.030405,             0.44418,             0.67585,             0.73964,             0.54236
                 111,            0.018139,           0.0067487,           0.0045116,             0.83078,             0.68976,             0.75214,             0.51117,            0.014835,           0.0046551,           0.0035838,           0.0023647,           0.0023647,           0.0023647,             0.53759,             0.62752,               0.477,            0.028946,              0.4024,             0.72543,             0.73132,             0.55915
                 112,            0.019039,           0.0066716,           0.0048876,             0.85166,               0.682,             0.74944,             0.49375,            0.015263,           0.0046592,            0.003592,           0.0023512,           0.0023512,           0.0023512,             0.53886,             0.62542,             0.46869,            0.038341,             0.37402,             0.68874,              0.6633,             0.55265
                 113,            0.018731,           0.0064258,           0.0048318,             0.82814,              0.6764,             0.75145,             0.52422,            0.014669,           0.0046557,           0.0035644,           0.0023376,           0.0023376,           0.0023376,             0.54524,             0.63766,             0.48542,            0.034202,             0.46009,             0.72841,             0.73931,             0.56346
                 114,            0.018212,            0.006688,           0.0047372,             0.87807,             0.67396,             0.75554,             0.51667,            0.014633,           0.0046569,           0.0035088,            0.002324,            0.002324,            0.002324,             0.54864,             0.64382,             0.47434,            0.030722,             0.47419,             0.75038,             0.66782,              0.5434
                 115,            0.018902,           0.0069848,           0.0048061,             0.86114,             0.67693,             0.75264,             0.52449,            0.014737,           0.0046571,           0.0035223,           0.0023103,           0.0023103,           0.0023103,             0.54604,              0.6168,             0.48999,            0.029006,             0.49729,             0.73829,             0.71221,              0.5663
                 116,            0.017978,           0.0066357,           0.0046796,             0.86012,              0.6888,             0.75492,             0.51642,            0.014494,           0.0046416,           0.0035412,           0.0022966,           0.0022966,           0.0022966,               0.548,             0.61255,             0.47746,            0.028505,             0.45194,             0.72889,             0.72805,               0.556
                 117,            0.018961,           0.0064982,           0.0046888,             0.84952,             0.70356,             0.75753,             0.52207,            0.014274,           0.0046223,            0.003408,           0.0022828,           0.0022828,           0.0022828,             0.54971,             0.63351,             0.47792,            0.029425,             0.45211,             0.72153,             0.74989,             0.56245
                 118,            0.017859,           0.0065523,           0.0047439,              0.8565,             0.69299,             0.76067,             0.52414,            0.014493,           0.0046554,           0.0033805,           0.0022689,           0.0022689,           0.0022689,             0.55079,             0.62587,             0.48282,            0.035699,             0.47348,             0.72206,             0.76059,             0.54181
                 119,            0.018488,           0.0067029,           0.0046231,             0.88667,             0.65912,             0.75729,              0.5189,            0.014748,           0.0046295,           0.0033865,            0.002255,            0.002255,            0.002255,             0.54549,             0.63845,             0.48799,             0.03779,             0.45469,             0.71113,             0.72919,             0.54646
                 120,            0.018313,           0.0067793,           0.0045666,             0.85926,             0.70047,             0.75903,             0.51889,            0.014748,           0.0046545,           0.0033467,           0.0022411,           0.0022411,           0.0022411,             0.54552,             0.63316,             0.46198,            0.040792,             0.47823,              0.7355,             0.69363,             0.56228
                 121,            0.018455,           0.0065396,           0.0044512,             0.87741,             0.67374,             0.75881,             0.51573,            0.014748,           0.0046533,           0.0033651,           0.0022271,           0.0022271,           0.0022271,             0.54666,              0.6182,             0.47958,            0.037077,             0.43261,             0.71449,             0.72559,             0.57166
                 122,            0.018067,           0.0066794,            0.004365,             0.84705,              0.7088,             0.75497,              0.5129,             0.01474,           0.0046741,           0.0033726,            0.002213,            0.002213,            0.002213,             0.53897,             0.62214,             0.48037,            0.044626,             0.45086,             0.72147,             0.69362,             0.55115
                 123,            0.017755,           0.0069456,           0.0044327,             0.86183,             0.70838,             0.75618,             0.51624,            0.014537,           0.0046577,           0.0032617,            0.002199,            0.002199,            0.002199,             0.54236,             0.65055,             0.48047,             0.04366,             0.42391,             0.71328,             0.72756,              0.5481
                 124,            0.018124,           0.0070295,           0.0042802,             0.84321,             0.70123,             0.74796,               0.519,            0.014304,           0.0046501,           0.0032818,           0.0021848,           0.0021848,           0.0021848,             0.55096,             0.64136,             0.49559,             0.03605,             0.44095,             0.74934,             0.68027,              0.5575
                 125,            0.018234,           0.0066871,            0.004431,             0.86155,             0.68883,             0.74843,             0.51937,            0.014396,           0.0046718,           0.0032284,           0.0021706,           0.0021706,           0.0021706,             0.54797,             0.64518,             0.47452,            0.037628,             0.45995,             0.74954,             0.67987,             0.56028
                 126,            0.017985,             0.00649,           0.0045362,             0.84852,             0.70275,             0.74985,             0.51547,            0.014512,           0.0046792,           0.0032567,           0.0021564,           0.0021564,           0.0021564,             0.55193,             0.63697,             0.46786,            0.038186,             0.42405,             0.74319,             0.68578,             0.57581
                 127,             0.01783,           0.0064627,           0.0044271,             0.83748,              0.7285,             0.75163,             0.50816,            0.014582,           0.0046817,           0.0032781,           0.0021422,           0.0021422,           0.0021422,             0.55073,             0.63686,             0.45201,             0.03446,             0.43824,              0.6903,             0.69488,             0.56779
                 128,            0.017865,           0.0064067,           0.0043192,             0.85517,             0.71936,             0.74663,             0.51417,            0.014393,           0.0046569,            0.003179,           0.0021279,           0.0021279,           0.0021279,             0.55211,             0.63741,             0.47986,            0.031739,             0.43029,             0.72447,             0.68076,              0.5767
                 129,            0.018329,           0.0067811,           0.0043202,             0.84509,              0.7115,             0.74717,             0.51585,            0.014291,           0.0046675,           0.0032632,           0.0021135,           0.0021135,           0.0021135,              0.5486,             0.62966,             0.48738,            0.027344,             0.42816,             0.73097,             0.68976,             0.58492
                 130,            0.017474,           0.0064761,           0.0041396,             0.84236,             0.71538,              0.7512,             0.52447,            0.014507,           0.0046728,           0.0032383,           0.0020991,           0.0020991,           0.0020991,             0.54648,              0.6503,             0.48288,             0.03209,             0.49461,             0.76673,             0.64028,             0.58237
                 131,            0.017577,           0.0065517,           0.0041923,              0.8441,             0.73815,             0.75463,             0.52927,            0.014466,            0.004648,           0.0031777,           0.0020847,           0.0020847,           0.0020847,             0.55448,             0.64399,             0.49711,            0.035244,             0.45818,             0.73615,             0.72068,             0.58836
                 132,            0.017816,           0.0066659,           0.0041637,             0.84805,              0.7236,             0.75236,             0.51855,            0.014492,            0.004654,           0.0031597,           0.0020703,           0.0020703,           0.0020703,             0.54342,              0.6276,             0.48853,             0.04061,              0.4336,             0.72307,             0.70106,             0.59047
                 133,            0.017318,            0.006399,           0.0040084,              0.8433,             0.71732,             0.75845,             0.52449,            0.014444,           0.0046805,            0.003166,           0.0020558,           0.0020558,           0.0020558,             0.54419,             0.62876,              0.4727,            0.043624,             0.48193,             0.75226,             0.69126,             0.58115
                 134,             0.01847,            0.006461,           0.0041994,             0.84845,             0.71694,             0.75478,             0.51998,            0.014378,           0.0046927,           0.0031359,           0.0020413,           0.0020413,           0.0020413,               0.547,              0.6399,             0.49112,            0.038122,             0.44028,             0.72583,             0.68974,             0.58786
                 135,            0.017657,           0.0061654,           0.0040149,             0.86121,             0.69961,             0.76112,             0.52495,             0.01441,           0.0046824,           0.0030872,           0.0020268,           0.0020268,           0.0020268,             0.54635,             0.62139,             0.48531,            0.033103,             0.49682,             0.73635,             0.70703,             0.57322
                 136,             0.01765,           0.0065123,           0.0039767,             0.88643,              0.6828,             0.75135,             0.52158,            0.014348,           0.0046782,           0.0031104,           0.0020123,           0.0020123,           0.0020123,             0.54451,             0.63794,             0.46991,             0.03475,             0.44849,             0.74979,             0.68811,             0.59914
                 137,            0.017883,           0.0069166,           0.0041172,             0.88686,             0.69055,              0.7591,              0.5289,            0.014337,           0.0046543,            0.003054,           0.0019977,           0.0019977,           0.0019977,             0.55314,             0.63438,             0.47311,            0.037575,             0.46548,              0.7621,             0.71768,             0.58773
                 138,            0.017807,           0.0063697,           0.0039391,             0.86389,             0.70954,             0.75726,              0.5164,            0.014412,           0.0046691,           0.0030783,           0.0019831,           0.0019831,           0.0019831,              0.5436,             0.63466,             0.47286,            0.030203,             0.43381,             0.70255,             0.71438,             0.59913
                 139,            0.017374,           0.0063185,           0.0041213,              0.8533,             0.71504,             0.75872,             0.52443,            0.014259,           0.0046948,           0.0030215,           0.0019685,           0.0019685,           0.0019685,             0.54433,             0.63386,             0.48076,            0.038289,             0.43935,             0.74738,             0.72491,             0.58657
                 140,            0.018309,           0.0064108,           0.0040351,              0.8899,             0.68332,             0.76208,             0.52552,            0.014542,           0.0046993,             0.00303,           0.0019538,           0.0019538,           0.0019538,             0.53959,              0.6398,             0.47932,            0.045309,             0.47001,             0.74904,             0.71162,             0.56943
                 141,            0.017489,           0.0066735,           0.0040035,             0.88018,              0.6835,             0.75947,             0.53314,              0.0144,           0.0047179,           0.0030151,           0.0019392,           0.0019392,           0.0019392,             0.54623,             0.62513,             0.47147,            0.049717,             0.49233,             0.76805,             0.71513,             0.59702
                 142,            0.017436,           0.0064958,           0.0040202,             0.89169,              0.6849,             0.75759,             0.51611,            0.014511,           0.0047284,           0.0030113,           0.0019245,           0.0019245,           0.0019245,             0.54532,             0.61739,             0.48183,            0.040996,              0.4798,              0.7404,             0.64199,             0.58118
                 143,            0.017206,           0.0065014,           0.0040322,             0.90425,              0.6791,             0.75595,             0.53079,            0.014495,           0.0047302,           0.0030026,           0.0019098,           0.0019098,           0.0019098,             0.53504,             0.64058,             0.47115,            0.036854,             0.49167,             0.77511,             0.69574,              0.6002
                 144,            0.017848,           0.0064536,            0.003929,             0.90624,             0.67943,             0.75656,             0.51988,            0.014462,           0.0047027,           0.0029938,           0.0018951,           0.0018951,           0.0018951,             0.54707,              0.6178,             0.47635,            0.043531,             0.47901,              0.7724,              0.6351,             0.58782
                 145,            0.017517,           0.0066032,           0.0040039,             0.89342,              0.6751,             0.75922,             0.52795,            0.014468,           0.0047173,           0.0030233,           0.0018804,           0.0018804,           0.0018804,             0.54646,             0.62999,             0.46884,            0.068858,              0.4693,             0.74777,             0.71133,             0.58101
                 146,            0.018008,           0.0065575,           0.0039563,             0.87941,             0.69401,             0.75191,             0.51951,            0.014424,           0.0046978,           0.0029839,           0.0018657,           0.0018657,           0.0018657,             0.54834,             0.63483,             0.46822,            0.041486,             0.44332,             0.72339,              0.7063,             0.59016
                 147,            0.017727,            0.006513,           0.0040457,             0.86825,             0.68883,             0.75811,             0.53033,            0.014193,           0.0047057,            0.002956,            0.001851,            0.001851,            0.001851,             0.54867,             0.63748,             0.46963,            0.050459,             0.44095,             0.78108,              0.7248,             0.58958
                 148,            0.017405,           0.0060591,           0.0038487,             0.87024,             0.70442,             0.76221,             0.52455,            0.014408,           0.0047382,           0.0029291,           0.0018362,           0.0018362,           0.0018362,             0.54969,             0.64768,             0.47432,            0.054968,             0.45337,             0.75083,             0.67445,             0.59111
                 149,             0.01723,           0.0062462,           0.0038354,             0.85361,             0.71901,             0.77325,              0.5373,            0.014388,           0.0047157,           0.0029361,           0.0018215,           0.0018215,           0.0018215,             0.55132,             0.61982,              0.4775,            0.094523,             0.48334,             0.73674,             0.73504,             0.60009
                 150,            0.017072,            0.006332,           0.0036135,             0.86999,             0.70893,             0.77921,             0.53664,            0.014338,           0.0047136,           0.0028703,           0.0018067,           0.0018067,           0.0018067,             0.54825,             0.63249,             0.48313,             0.08449,             0.50637,             0.75316,             0.70106,             0.58413
                 151,            0.017103,           0.0061755,           0.0038027,             0.86892,             0.70422,             0.77682,             0.53215,            0.014416,           0.0047077,           0.0029085,            0.001792,            0.001792,            0.001792,              0.5454,             0.61923,             0.46992,            0.091572,             0.50121,             0.73773,             0.70484,             0.58726
                 152,            0.017162,           0.0063587,           0.0037727,             0.84707,             0.71039,             0.77361,             0.53813,            0.014263,           0.0047363,           0.0029717,           0.0017773,           0.0017773,           0.0017773,             0.54626,             0.63124,             0.49054,             0.09404,             0.52305,             0.75078,             0.69373,              0.5754
                 153,            0.017302,           0.0060893,           0.0038109,              0.8582,             0.70416,             0.76868,             0.53113,            0.014264,           0.0047308,           0.0030093,           0.0017625,           0.0017625,           0.0017625,             0.54698,             0.62627,             0.48564,            0.091902,             0.45644,             0.76241,             0.67847,             0.60089
                 154,            0.017117,           0.0063518,           0.0035564,             0.84159,             0.71578,              0.7734,             0.53313,            0.014208,           0.0047404,           0.0029912,           0.0017478,           0.0017478,           0.0017478,              0.5449,             0.63098,             0.46078,            0.085666,             0.49806,             0.77412,              0.6739,             0.59664
                 155,            0.017236,           0.0063091,           0.0037055,             0.86823,             0.70413,              0.7679,             0.53666,            0.014082,           0.0047221,           0.0029295,            0.001733,            0.001733,            0.001733,             0.54008,             0.64286,             0.45794,            0.059646,             0.51448,             0.78275,             0.69633,             0.59918
                 156,            0.017234,            0.006129,           0.0037112,             0.82222,             0.74589,             0.77333,             0.53595,             0.01428,            0.004746,           0.0029236,           0.0017183,           0.0017183,           0.0017183,             0.54889,             0.62653,             0.46241,            0.075083,             0.54789,              0.7581,             0.68536,             0.58338
                 157,            0.017057,            0.006387,           0.0037153,             0.83065,             0.72926,             0.77318,              0.5302,            0.014307,           0.0047185,           0.0028592,           0.0017036,           0.0017036,           0.0017036,             0.54497,             0.63267,             0.46305,            0.053669,             0.52301,             0.75633,             0.69103,             0.57684
                 158,            0.017158,           0.0065535,           0.0035954,             0.86531,              0.7236,             0.77616,             0.53595,            0.014201,            0.004719,           0.0029114,           0.0016889,           0.0016889,           0.0016889,             0.54662,             0.62277,             0.46546,            0.062428,              0.5286,             0.76423,              0.7061,             0.59142
                 159,            0.016995,           0.0066794,           0.0038082,             0.87962,             0.70435,             0.77842,             0.54642,            0.014104,           0.0047255,           0.0028683,           0.0016742,           0.0016742,           0.0016742,             0.54762,             0.64482,             0.47444,            0.072715,             0.54508,             0.77515,             0.72256,             0.58898
                 160,            0.016736,           0.0061583,           0.0033415,             0.86523,             0.71197,             0.77996,              0.5425,            0.014224,           0.0047432,           0.0029105,           0.0016595,           0.0016595,           0.0016595,             0.54932,             0.62871,             0.47304,            0.095784,             0.53209,             0.76406,             0.68394,             0.61307
                 161,            0.017256,           0.0062216,             0.00366,             0.84073,             0.73686,             0.78123,             0.54098,            0.014308,           0.0047609,           0.0028367,           0.0016448,           0.0016448,           0.0016448,              0.5528,             0.64112,             0.48734,            0.099974,             0.52581,             0.73467,             0.69372,             0.59243
                 162,            0.016848,           0.0061155,           0.0036627,             0.84039,             0.74277,             0.78804,              0.5543,            0.014113,           0.0047698,            0.002815,           0.0016302,           0.0016302,           0.0016302,             0.54395,             0.64251,             0.48232,             0.12044,             0.55925,             0.78864,             0.69369,             0.60361
                 163,            0.017087,            0.006373,           0.0037298,             0.83931,             0.73912,             0.78032,              0.5409,            0.014164,           0.0047757,           0.0028732,           0.0016155,           0.0016155,           0.0016155,             0.54711,             0.62632,             0.46846,            0.093238,              0.5423,             0.76428,             0.69165,             0.59384
                 164,            0.016716,           0.0066055,           0.0035608,             0.84011,             0.73631,             0.78815,             0.54742,            0.014121,           0.0047787,           0.0028437,           0.0016009,           0.0016009,           0.0016009,             0.55719,             0.60175,             0.47405,             0.16109,              0.5636,             0.75162,             0.67443,             0.59563
                 165,            0.017433,           0.0064116,            0.003903,             0.87872,             0.71139,             0.79113,             0.55728,            0.013999,           0.0047318,           0.0028428,           0.0015863,           0.0015863,           0.0015863,             0.55594,             0.64459,              0.4792,             0.16173,             0.56689,             0.75155,             0.70003,             0.59834
                 166,            0.016666,           0.0063242,           0.0037337,             0.84442,             0.74081,             0.78283,             0.53836,            0.014288,           0.0047604,           0.0028704,           0.0015717,           0.0015717,           0.0015717,             0.55062,             0.62607,             0.48898,            0.095431,             0.54042,             0.76777,             0.64527,             0.59233
                 167,            0.016569,           0.0062159,           0.0035728,             0.84603,             0.74404,             0.78645,             0.54511,             0.01415,           0.0047424,           0.0028504,           0.0015572,           0.0015572,           0.0015572,             0.54733,             0.62852,             0.48839,            0.092994,             0.55488,             0.75977,             0.69625,             0.59278
                 168,            0.016899,           0.0061736,           0.0033742,             0.84787,             0.74899,             0.78007,              0.5405,            0.014183,            0.004749,           0.0027822,           0.0015427,           0.0015427,           0.0015427,             0.55696,             0.63208,             0.47938,            0.077554,             0.52386,             0.76708,             0.67986,             0.60725
                 169,            0.017042,           0.0066738,           0.0037779,             0.85811,             0.73615,             0.78962,             0.55255,            0.014108,           0.0047905,           0.0027748,           0.0015282,           0.0015282,           0.0015282,             0.55224,             0.63095,             0.48528,            0.096865,             0.56145,             0.77632,             0.71762,             0.59969
                 170,            0.016442,           0.0062189,           0.0034759,             0.85425,             0.73878,             0.79514,             0.54894,            0.014246,           0.0047795,           0.0028581,           0.0015137,           0.0015137,           0.0015137,             0.55196,             0.62923,             0.45476,              0.1667,             0.56202,             0.76483,             0.69071,             0.57129
                 171,            0.016396,           0.0061264,           0.0032656,              0.8546,             0.73483,             0.78879,             0.53947,            0.014283,           0.0047609,           0.0027495,           0.0014993,           0.0014993,           0.0014993,             0.54613,             0.63332,             0.47846,            0.093587,             0.55921,             0.72279,             0.69544,             0.58683
                 172,            0.016637,           0.0062547,           0.0035163,              0.8657,             0.73126,             0.79263,             0.54242,            0.014351,           0.0047499,           0.0028058,           0.0014849,           0.0014849,           0.0014849,             0.54802,             0.62469,              0.4575,             0.14763,             0.56898,             0.75206,             0.64517,             0.59532
                 173,            0.016532,           0.0061356,             0.00353,             0.87768,             0.72488,             0.78616,             0.54522,            0.014179,           0.0047714,            0.002791,           0.0014705,           0.0014705,           0.0014705,             0.55066,             0.63628,             0.48055,            0.084381,             0.55997,             0.77184,             0.67339,             0.60467
                 174,            0.016845,           0.0062896,           0.0035783,              0.8696,             0.73005,             0.79366,             0.54715,            0.014034,           0.0047753,            0.002779,           0.0014561,           0.0014561,           0.0014561,             0.55121,             0.63156,             0.47937,             0.14493,             0.53355,             0.76607,             0.67973,             0.59077
                 175,            0.016764,           0.0064278,            0.003665,             0.87349,             0.72886,             0.80074,              0.5624,            0.013992,           0.0047627,            0.002785,           0.0014418,           0.0014418,           0.0014418,             0.54707,             0.64052,             0.49405,             0.17081,             0.57713,             0.77162,             0.69145,             0.60651
                 176,            0.016709,           0.0060978,           0.0035834,             0.88386,             0.72727,             0.80348,             0.54967,            0.014366,           0.0047564,           0.0027307,           0.0014276,           0.0014276,           0.0014276,             0.54854,             0.62084,             0.48172,             0.17675,              0.5713,               0.757,             0.65516,              0.5861
                 177,            0.016758,           0.0059382,           0.0033922,             0.85715,             0.73795,              0.7977,             0.55366,            0.014205,           0.0047732,           0.0027152,           0.0014134,           0.0014134,           0.0014134,             0.55246,             0.62741,             0.48377,             0.15999,             0.56838,             0.78129,             0.67638,             0.57958
                 178,            0.016533,           0.0060597,           0.0033632,             0.87838,              0.7247,             0.78397,              0.5384,            0.014223,           0.0047605,           0.0027072,           0.0013992,           0.0013992,           0.0013992,             0.55616,             0.61385,             0.47696,            0.067209,             0.58021,             0.75741,             0.67151,              0.5839
                 179,            0.016731,           0.0060541,           0.0033831,             0.84792,             0.72996,             0.77971,             0.53822,            0.014113,           0.0047924,           0.0027152,            0.001385,            0.001385,            0.001385,             0.55067,              0.6348,             0.47302,            0.058467,             0.58129,             0.76433,             0.65819,             0.58501
                 180,            0.016323,            0.006609,            0.003178,             0.88055,              0.7293,             0.78626,             0.54402,            0.014169,           0.0047927,           0.0027511,            0.001371,            0.001371,            0.001371,             0.54956,             0.63467,             0.46136,            0.092195,             0.58422,             0.75457,             0.66677,             0.60883
                 181,            0.016207,           0.0064692,           0.0033338,             0.88238,             0.72006,             0.78575,             0.54643,            0.014024,           0.0047886,           0.0026828,           0.0013569,           0.0013569,           0.0013569,             0.55124,               0.633,             0.48406,            0.070045,             0.58433,             0.76765,             0.67676,             0.60433
                 182,            0.016088,           0.0059547,            0.003219,             0.87129,             0.72641,             0.78128,             0.54307,             0.01418,           0.0047783,           0.0027274,           0.0013429,           0.0013429,           0.0013429,             0.55118,             0.62973,             0.47595,            0.067929,             0.56527,              0.7649,             0.68465,             0.60495
                 183,            0.016385,           0.0062404,           0.0032009,             0.87818,             0.72135,              0.7788,             0.53273,            0.014326,           0.0047879,           0.0027059,            0.001329,            0.001329,            0.001329,             0.54709,             0.61876,             0.48989,            0.062391,             0.54243,             0.76098,             0.66406,             0.57626
                 184,            0.016742,           0.0061932,           0.0033133,             0.85739,             0.75131,             0.78407,             0.54144,             0.01402,           0.0047599,           0.0026938,           0.0013151,           0.0013151,           0.0013151,             0.54938,             0.65426,             0.49531,            0.071277,             0.56297,             0.74755,             0.65289,             0.59785
