               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2,  metrics/car_mAP_50,  metrics/bus_mAP_50,metrics/other_truck_mAP_50,metrics/uhaul_truck_mAP_50,metrics/fedex_truck_mAP_50,metrics/ups_truck_mAP_50,metrics/amazon_truck_mAP_50,metrics/usps_truck_mAP_50
                 185,            0.016331,           0.0060272,           0.0034938,             0.86325,             0.74127,              0.7891,             0.54482,            0.014109,           0.0047567,           0.0026973,           0.0013012,           0.0013012,           0.0013012,             0.55058,             0.63789,             0.50075,            0.082883,             0.56778,             0.72734,             0.69371,             0.59765
                 186,             0.01584,           0.0060466,           0.0031105,             0.86894,             0.71655,             0.78754,             0.54627,            0.014113,           0.0047615,            0.002772,           0.0012874,           0.0012874,           0.0012874,             0.55135,             0.62329,             0.47922,            0.077121,             0.58456,             0.75318,             0.70475,             0.59672
                 187,            0.015785,           0.0058513,           0.0031895,             0.84167,             0.74786,             0.78713,             0.54922,            0.014002,           0.0048023,           0.0027405,           0.0012737,           0.0012737,           0.0012737,             0.55251,             0.65195,             0.49235,            0.095386,             0.57445,             0.76382,             0.66343,             0.59988
                 188,            0.016103,           0.0061168,           0.0033218,             0.87525,             0.71687,              0.7844,             0.54262,            0.014134,           0.0048246,           0.0027078,             0.00126,             0.00126,             0.00126,              0.5512,             0.63511,             0.48551,            0.072947,             0.58068,             0.75682,             0.65132,             0.60735
                 189,            0.016102,           0.0062483,           0.0033093,             0.88773,             0.71391,             0.79066,             0.54779,            0.013973,           0.0047836,           0.0027446,           0.0012464,           0.0012464,           0.0012464,             0.55274,             0.64894,              0.4831,             0.10491,             0.58574,             0.74707,             0.65986,             0.59992
                 190,            0.016255,           0.0060643,           0.0032929,             0.85433,              0.7351,             0.78615,             0.54814,            0.014127,           0.0047805,           0.0027083,           0.0012328,           0.0012328,           0.0012328,             0.55417,             0.65738,             0.48503,            0.088344,             0.60117,              0.7452,              0.6599,             0.59393
                 191,            0.016229,           0.0061253,           0.0030878,             0.85085,              0.7577,             0.79053,             0.54321,            0.014252,           0.0047788,           0.0027194,           0.0012193,           0.0012193,           0.0012193,             0.55491,             0.63463,             0.47646,            0.097018,             0.60147,             0.75392,              0.6617,             0.56556
                 192,            0.016019,            0.005869,           0.0031452,             0.88924,             0.72038,             0.79384,              0.5503,            0.014038,           0.0047576,           0.0026719,           0.0012059,           0.0012059,           0.0012059,             0.55843,             0.63636,             0.48279,             0.10243,             0.59861,               0.761,              0.6767,              0.5861
                 193,            0.016283,           0.0062054,           0.0032099,             0.83871,             0.75303,             0.79097,             0.55179,            0.014135,             0.00476,           0.0026951,           0.0011925,           0.0011925,           0.0011925,             0.55186,             0.63962,             0.46882,            0.098094,             0.59234,             0.77405,             0.67421,             0.61529
                 194,            0.016035,           0.0063414,           0.0029086,             0.85419,             0.73882,             0.78608,             0.53896,            0.014175,           0.0047641,           0.0026897,           0.0011792,           0.0011792,           0.0011792,             0.55065,             0.64203,             0.45999,             0.10089,              0.5608,             0.75297,             0.64532,             0.59903
                 195,            0.016103,           0.0060547,           0.0033777,             0.83143,              0.7643,             0.79148,             0.55103,            0.014153,           0.0047846,           0.0026527,            0.001166,            0.001166,            0.001166,             0.54984,             0.63741,             0.47027,            0.083656,             0.60787,             0.77887,             0.68066,             0.59969
                 196,              0.0156,           0.0059642,           0.0031373,             0.87466,             0.73601,             0.79702,             0.54819,            0.014195,           0.0047743,            0.002656,           0.0011528,           0.0011528,           0.0011528,             0.55194,             0.63003,             0.48011,            0.083223,             0.61476,             0.74362,             0.67765,             0.60416
                 197,            0.015731,           0.0061977,            0.003086,             0.84727,             0.75269,             0.79678,             0.55171,            0.014238,           0.0047982,           0.0026007,           0.0011397,           0.0011397,           0.0011397,             0.54702,             0.62936,             0.49369,            0.088377,             0.60744,             0.75229,             0.68448,             0.61104
                 198,            0.016066,           0.0059172,           0.0031741,             0.85219,             0.75042,             0.80152,             0.55694,            0.014178,           0.0047797,           0.0027306,           0.0011266,           0.0011266,           0.0011266,             0.54868,             0.64904,             0.47381,             0.16181,             0.58526,              0.7426,             0.67472,              0.6196
                 199,             0.01597,             0.00589,           0.0028523,             0.87345,             0.72767,             0.79204,             0.54805,             0.01417,           0.0048047,            0.002703,           0.0011137,           0.0011137,           0.0011137,             0.54818,             0.64176,              0.4685,             0.10131,             0.59141,             0.74468,             0.66643,             0.62211
                 200,            0.015848,           0.0062905,            0.003057,             0.86073,             0.73883,             0.79262,             0.54466,            0.014287,           0.0048055,           0.0026474,           0.0011008,           0.0011008,           0.0011008,              0.5492,             0.62381,             0.46801,             0.10281,             0.58386,             0.74385,             0.66553,             0.62022
                 201,            0.015971,           0.0063156,           0.0030207,             0.83363,             0.76759,             0.79738,              0.5489,            0.014162,           0.0048029,           0.0026169,            0.001088,            0.001088,            0.001088,             0.54869,             0.63951,             0.48833,             0.10785,             0.59279,             0.74583,             0.65942,             0.60878
                 202,            0.015997,           0.0063488,            0.002996,             0.86506,             0.75003,             0.79806,             0.55162,             0.01406,           0.0047823,           0.0026345,           0.0010753,           0.0010753,           0.0010753,             0.55166,              0.6314,             0.48396,             0.10604,             0.61095,             0.75535,             0.65885,             0.61473
                 203,            0.015883,           0.0059412,           0.0030707,             0.86819,             0.73761,             0.79553,             0.55517,            0.014138,           0.0047854,           0.0026588,           0.0010626,           0.0010626,           0.0010626,             0.55553,             0.63129,             0.47989,             0.11064,             0.60498,             0.77671,             0.65488,             0.62746
                 204,            0.015629,           0.0061484,            0.002929,             0.84278,             0.76746,             0.80888,             0.55771,             0.01422,            0.004799,           0.0026837,             0.00105,             0.00105,             0.00105,             0.55097,             0.63048,             0.47115,             0.18903,             0.58517,             0.75419,             0.67381,             0.60691
                 205,            0.016028,           0.0063691,           0.0031585,             0.84026,             0.77616,             0.79386,              0.5446,            0.014155,           0.0048087,           0.0026687,           0.0010376,           0.0010376,           0.0010376,             0.55258,             0.62736,             0.45901,             0.11698,             0.57945,             0.72838,             0.66845,             0.62461
                 206,            0.015631,           0.0060498,            0.003066,              0.8481,             0.76321,               0.793,             0.55522,            0.014014,           0.0048106,           0.0027079,           0.0010251,           0.0010251,           0.0010251,             0.55666,             0.64435,             0.46498,             0.11786,             0.57697,             0.76231,             0.68829,             0.63037
                 207,            0.015654,           0.0059263,           0.0029161,             0.89278,             0.72629,             0.79154,             0.54648,            0.014181,            0.004797,           0.0026864,           0.0010128,           0.0010128,           0.0010128,             0.55253,              0.6333,             0.46918,            0.089538,             0.60969,              0.7487,             0.65808,             0.61084
                 208,            0.016259,           0.0061808,           0.0032883,             0.88913,             0.74452,             0.81051,             0.56481,            0.014106,           0.0047933,           0.0026546,           0.0010006,           0.0010006,           0.0010006,             0.55639,             0.63613,             0.47219,             0.18635,              0.6197,             0.76214,             0.67341,              0.6122
                 209,            0.015839,           0.0058591,           0.0030427,             0.87642,              0.7507,             0.81448,             0.56571,            0.013957,           0.0047849,           0.0026178,          0.00098844,          0.00098844,          0.00098844,             0.55694,             0.64485,             0.46781,             0.19786,             0.60418,             0.76757,             0.67045,             0.61601
                 210,            0.015714,           0.0058864,           0.0030669,             0.90521,             0.72515,             0.81676,             0.56782,            0.013941,           0.0047919,           0.0025976,          0.00097637,          0.00097637,          0.00097637,             0.55187,             0.63461,             0.48573,             0.21079,             0.60054,             0.76915,             0.67431,              0.6156
                 211,            0.015901,           0.0060837,           0.0030938,             0.85717,             0.76251,             0.80202,             0.56041,            0.014009,           0.0048025,           0.0025593,           0.0009644,           0.0009644,           0.0009644,             0.54976,              0.6336,             0.48984,             0.12858,             0.60809,             0.79378,             0.67048,             0.60917
                 212,             0.01565,           0.0061145,           0.0030494,             0.85072,             0.77889,             0.80039,             0.55443,             0.01413,           0.0048118,           0.0025814,          0.00095252,          0.00095252,          0.00095252,             0.55382,             0.62531,             0.48918,             0.12503,             0.58968,             0.77393,              0.6657,             0.61282
                 213,            0.015951,           0.0060281,           0.0029582,             0.88149,             0.75207,              0.8009,             0.55732,            0.014091,           0.0048261,           0.0026594,          0.00094072,          0.00094072,          0.00094072,             0.55096,             0.64198,              0.4892,             0.11336,              0.6226,             0.78947,             0.65662,             0.59439
                 214,            0.016078,            0.006143,           0.0031345,             0.89735,             0.74033,             0.80576,             0.55868,            0.014174,           0.0048039,           0.0026138,          0.00092903,          0.00092903,          0.00092903,             0.55006,             0.62741,             0.48143,             0.11724,             0.65662,             0.77938,             0.66533,             0.59195
                 215,            0.015632,           0.0060674,           0.0031948,             0.89995,             0.74026,             0.80385,             0.56078,            0.014063,           0.0048036,           0.0025723,          0.00091742,          0.00091742,          0.00091742,              0.5533,             0.65048,              0.4845,             0.12349,             0.61752,             0.76572,             0.69679,             0.59441
                 216,            0.015629,           0.0061247,           0.0030403,             0.90755,             0.74197,             0.80329,             0.56066,            0.014065,            0.004819,           0.0025906,          0.00090592,          0.00090592,          0.00090592,             0.55365,             0.64791,             0.48207,             0.11023,             0.64723,             0.77115,             0.66444,             0.60859
                 217,            0.015859,           0.0059109,           0.0031132,             0.90269,              0.7191,              0.8038,             0.56019,            0.013952,           0.0048272,           0.0025454,          0.00089451,          0.00089451,          0.00089451,             0.55365,             0.64829,             0.48139,             0.12994,             0.60677,             0.77576,             0.66802,             0.61769
                 218,            0.015592,           0.0056951,           0.0028409,               0.887,             0.73454,              0.8075,             0.56076,            0.014064,           0.0048086,           0.0026299,           0.0008832,           0.0008832,           0.0008832,             0.54996,             0.63599,             0.47694,              0.1927,             0.61133,             0.75665,             0.66493,             0.59757
                 219,            0.015565,           0.0062947,           0.0029421,             0.89244,             0.73286,             0.81438,             0.56195,            0.014139,           0.0048216,           0.0025673,          0.00087198,          0.00087198,          0.00087198,             0.54892,             0.63234,             0.48024,             0.20877,             0.60864,              0.7718,             0.64957,              0.5953
                 220,            0.015384,           0.0057897,           0.0029797,             0.88373,             0.73471,             0.81227,             0.56673,            0.014018,           0.0048129,           0.0025864,          0.00086087,          0.00086087,          0.00086087,             0.54746,             0.63707,             0.48809,             0.20279,             0.62186,             0.77162,             0.65592,             0.60907
                 221,            0.015589,           0.0061192,            0.003045,             0.85827,             0.76759,             0.81485,             0.57133,            0.014095,            0.004839,           0.0025595,          0.00084986,          0.00084986,          0.00084986,             0.54895,             0.63749,             0.49159,              0.2001,             0.62268,             0.78622,             0.66048,             0.62314
                 222,            0.015809,           0.0060644,           0.0030308,              0.8643,             0.76716,             0.81602,             0.56471,            0.014223,           0.0048157,           0.0025788,          0.00083896,          0.00083896,          0.00083896,             0.54621,             0.63414,             0.48348,             0.20488,             0.62704,             0.76222,             0.66094,             0.59878
                 223,            0.015847,           0.0061693,           0.0030117,             0.88147,             0.74816,             0.81041,               0.563,            0.014152,           0.0048084,           0.0026384,          0.00082816,          0.00082816,          0.00082816,             0.55192,             0.64199,             0.48233,             0.18596,             0.61546,             0.76064,             0.65838,              0.6073
                 224,            0.015691,           0.0058521,           0.0031802,             0.87324,             0.76781,             0.81943,             0.56892,            0.014051,           0.0048086,           0.0025578,          0.00081746,          0.00081746,          0.00081746,             0.55505,             0.64365,             0.49332,             0.20383,             0.61862,             0.75662,             0.67066,             0.60961
                 225,            0.015472,           0.0059087,           0.0027823,             0.86936,             0.76015,             0.81976,             0.57345,            0.014024,           0.0047953,            0.002555,          0.00080687,          0.00080687,          0.00080687,             0.55545,             0.64413,             0.49194,             0.20884,             0.64503,             0.76321,             0.66809,             0.61092
                 226,            0.015591,           0.0060486,           0.0030083,             0.88278,              0.7606,              0.8197,             0.57667,            0.014029,           0.0047998,           0.0025883,          0.00079639,          0.00079639,          0.00079639,              0.5578,             0.64327,             0.48614,             0.20923,             0.64783,             0.77282,             0.67164,             0.62459
                 227,            0.015524,           0.0058972,           0.0030165,             0.85982,             0.77926,             0.82248,             0.57493,            0.014053,           0.0048011,           0.0025837,          0.00078602,          0.00078602,          0.00078602,             0.55466,              0.6452,             0.48723,             0.21208,             0.63707,             0.76999,             0.68097,             0.61221
                 228,            0.015553,           0.0058314,             0.00275,             0.88882,             0.74667,             0.81133,             0.56241,            0.014162,           0.0048074,           0.0025983,          0.00077576,          0.00077576,          0.00077576,             0.55396,             0.64499,             0.47709,             0.14186,             0.62607,             0.76602,             0.67078,             0.61852
                 229,            0.015768,             0.00609,           0.0029183,             0.87448,             0.75606,             0.80954,             0.56425,            0.013998,           0.0048088,           0.0025805,          0.00076561,          0.00076561,          0.00076561,             0.55419,             0.65005,             0.48904,             0.13483,             0.62926,             0.77161,             0.66909,             0.61592
                 230,            0.015843,           0.0057788,           0.0030966,             0.88121,             0.76007,             0.80641,             0.55972,            0.014146,           0.0048177,           0.0025966,          0.00075558,          0.00075558,          0.00075558,             0.55031,             0.63824,             0.48507,             0.12915,             0.62371,             0.75625,             0.68333,             0.61169
                 231,            0.015398,           0.0056765,           0.0029975,             0.87663,             0.76282,             0.80067,             0.55873,            0.014089,           0.0048227,           0.0026159,          0.00074565,          0.00074565,          0.00074565,             0.55247,             0.63892,              0.4689,             0.10884,             0.62565,             0.76734,             0.68939,             0.61833
                 232,            0.015617,           0.0060943,           0.0031223,              0.8835,             0.74894,             0.81448,             0.57174,            0.014079,           0.0048282,           0.0025339,          0.00073584,          0.00073584,          0.00073584,             0.55516,             0.65064,             0.48742,             0.19193,             0.61612,             0.77207,              0.6714,             0.62922
                 233,            0.015792,           0.0059815,           0.0029458,              0.8763,             0.76387,             0.80711,             0.56189,            0.014113,           0.0048198,           0.0025305,          0.00072615,          0.00072615,          0.00072615,             0.55799,             0.64303,             0.48214,             0.13393,             0.61657,             0.77267,             0.67386,             0.61496
                 234,            0.015576,           0.0059723,           0.0029758,             0.88898,             0.76587,             0.81697,             0.57144,            0.014035,           0.0048072,           0.0025468,          0.00071658,          0.00071658,          0.00071658,             0.55674,             0.64542,             0.48479,             0.19813,             0.63884,             0.76589,              0.6551,             0.62662
                 235,            0.015501,           0.0060317,           0.0029555,             0.90301,             0.74675,             0.81674,             0.56785,            0.014109,           0.0048216,           0.0025308,          0.00070712,          0.00070712,          0.00070712,             0.55254,             0.63844,             0.48684,             0.20275,             0.63814,             0.76338,             0.64678,             0.61397
                 236,             0.01533,           0.0060519,           0.0027893,             0.87489,             0.76027,             0.81705,             0.57085,            0.014112,           0.0048361,           0.0025303,          0.00069778,          0.00069778,          0.00069778,             0.55255,             0.63901,             0.48376,             0.19919,             0.63829,              0.7666,             0.67127,             0.61613
                 237,            0.015122,           0.0056233,           0.0026084,             0.86566,             0.76784,             0.81013,             0.56254,            0.013999,           0.0048464,           0.0025061,          0.00068856,          0.00068856,          0.00068856,             0.55305,             0.65042,             0.48414,             0.14799,             0.61727,             0.76255,             0.67402,             0.61085
                 238,             0.01546,           0.0059429,           0.0029206,             0.86368,             0.77097,             0.81889,             0.57278,            0.013991,           0.0048345,           0.0025284,          0.00067946,          0.00067946,          0.00067946,              0.5553,             0.64967,             0.49016,             0.19826,             0.60115,             0.77359,             0.69418,             0.61993
                 239,            0.015395,           0.0061299,           0.0030454,             0.87292,             0.76386,             0.81915,             0.57106,            0.014071,           0.0048372,           0.0025148,          0.00067049,          0.00067049,          0.00067049,             0.55482,             0.64179,             0.48482,             0.20546,             0.63065,              0.7712,             0.66259,             0.61712
                 240,            0.015275,           0.0061517,           0.0027008,             0.87013,             0.76332,             0.82364,              0.5707,            0.014139,           0.0048279,           0.0025199,          0.00066163,          0.00066163,          0.00066163,             0.55455,             0.64133,              0.4962,             0.21774,             0.62944,             0.76956,             0.65314,             0.60363
                 241,            0.014756,           0.0057055,           0.0026312,             0.87877,             0.75295,             0.81117,             0.56531,            0.014159,           0.0048317,           0.0024829,           0.0006529,           0.0006529,           0.0006529,             0.55848,             0.64628,             0.48669,             0.14198,             0.64193,             0.77564,             0.65126,             0.62019
                 242,            0.015313,           0.0059496,            0.002649,             0.88059,             0.76119,             0.80899,              0.5602,            0.014145,            0.004828,           0.0024991,           0.0006443,           0.0006443,           0.0006443,             0.55533,             0.64214,             0.48654,             0.14309,             0.63946,             0.76268,             0.64401,             0.60837
                 243,            0.015537,           0.0061446,           0.0028369,             0.86189,             0.76981,             0.80478,             0.55736,            0.014075,           0.0048238,           0.0025682,          0.00063582,          0.00063582,          0.00063582,              0.5514,             0.63908,             0.47982,             0.14225,             0.64471,             0.76565,             0.62833,             0.60765
                 244,            0.015394,           0.0063078,           0.0027629,             0.86595,             0.76313,             0.80108,              0.5573,            0.014086,           0.0048251,           0.0025675,          0.00062747,          0.00062747,          0.00062747,             0.55498,             0.63882,              0.4782,             0.11476,             0.64647,             0.76815,             0.64604,               0.611
                 245,            0.015679,           0.0059233,           0.0030094,             0.87036,             0.75437,             0.79557,             0.55217,            0.014051,           0.0048421,           0.0025701,          0.00061925,          0.00061925,          0.00061925,             0.55285,              0.6415,             0.46772,             0.08197,             0.63408,             0.76033,             0.65887,             0.62006
                 246,            0.015302,           0.0059325,           0.0027619,             0.86785,             0.76279,             0.80103,             0.55306,             0.01412,           0.0048188,           0.0025223,          0.00061115,          0.00061115,          0.00061115,             0.55462,             0.63487,              0.4741,             0.11316,             0.64356,             0.74911,              0.6562,             0.59882
                 247,            0.015224,           0.0061572,           0.0028319,             0.86234,             0.76799,             0.80207,             0.55889,            0.014129,           0.0048355,            0.002485,          0.00060319,          0.00060319,          0.00060319,             0.55434,             0.64005,             0.48599,             0.10808,             0.64858,             0.75712,             0.66201,             0.61496
                 248,            0.014954,           0.0059893,           0.0025677,             0.87842,             0.75851,             0.80393,             0.55783,            0.014009,           0.0048348,           0.0024971,          0.00059535,          0.00059535,          0.00059535,             0.55816,             0.64412,             0.48095,             0.10776,             0.65294,             0.75794,             0.66085,             0.59993
                 249,            0.015285,           0.0059568,           0.0028533,             0.87965,             0.75749,             0.81486,             0.56993,             0.01403,           0.0048457,           0.0024995,          0.00058765,          0.00058765,          0.00058765,             0.55364,             0.64222,             0.48117,             0.19537,             0.62995,             0.76807,              0.6684,             0.62065
                 250,            0.014964,           0.0059099,           0.0027827,             0.88237,             0.75999,             0.82073,             0.57145,            0.014089,           0.0048561,             0.00252,          0.00058008,          0.00058008,          0.00058008,             0.55197,             0.64429,             0.47264,             0.19847,             0.65827,             0.75388,             0.66815,             0.62396
                 251,            0.014905,           0.0059159,            0.002838,             0.87862,             0.75808,             0.81956,             0.57123,            0.014084,           0.0048673,           0.0025141,          0.00057264,          0.00057264,          0.00057264,             0.55411,             0.64043,             0.47764,             0.20264,             0.63874,             0.77392,             0.67298,             0.60943
                 252,            0.015429,           0.0062068,           0.0027783,             0.88108,             0.75266,             0.81883,             0.57085,            0.014104,           0.0048522,           0.0024989,          0.00056533,          0.00056533,          0.00056533,             0.55432,             0.64153,             0.48004,             0.20256,             0.65004,             0.75891,             0.66792,             0.61149
                 253,            0.015247,           0.0060382,           0.0026958,             0.87915,             0.75584,               0.817,             0.57072,            0.014065,           0.0048737,           0.0024912,          0.00055816,          0.00055816,          0.00055816,             0.55647,             0.64146,             0.48019,             0.19873,             0.64268,             0.78391,             0.64964,             0.61266
                 254,            0.015455,           0.0060909,           0.0027772,             0.89173,             0.76081,             0.81837,              0.5683,             0.01411,           0.0048685,           0.0024844,          0.00055112,          0.00055112,          0.00055112,             0.55172,             0.64151,             0.47745,              0.2032,             0.62958,             0.77018,             0.66264,             0.61014
                 255,            0.015165,           0.0059732,           0.0029178,             0.88907,             0.76689,             0.82293,             0.57227,            0.014035,           0.0048781,           0.0024789,          0.00054423,          0.00054423,          0.00054423,             0.55153,              0.6431,             0.47863,             0.19942,             0.64052,             0.78507,             0.66646,             0.61346
                 256,            0.015319,            0.006239,           0.0028744,             0.87962,             0.77654,             0.82795,             0.57601,            0.014068,           0.0048891,            0.002477,          0.00053746,          0.00053746,          0.00053746,              0.5497,              0.6394,             0.48926,             0.21316,             0.65591,             0.77269,             0.68007,              0.6079
                 257,            0.015377,           0.0059014,           0.0029493,             0.88564,              0.7714,              0.8263,             0.57197,             0.01401,           0.0048782,           0.0024945,          0.00053084,          0.00053084,          0.00053084,             0.55264,             0.63858,             0.49514,             0.20548,             0.64051,             0.74898,             0.69101,             0.60342
                 258,            0.014819,            0.006008,           0.0027461,             0.88175,               0.768,             0.82521,             0.57524,            0.014037,           0.0048755,           0.0024729,          0.00052435,          0.00052435,          0.00052435,             0.55426,             0.64031,             0.49443,             0.20412,             0.65893,              0.7567,             0.67986,             0.61332
                 259,            0.015486,           0.0062166,           0.0030419,             0.88338,             0.77012,             0.82356,             0.57383,            0.014034,           0.0048672,           0.0024551,            0.000518,            0.000518,            0.000518,             0.55607,              0.6475,             0.48192,             0.20122,             0.64497,             0.77074,             0.68042,             0.60778
                 260,            0.015121,           0.0059772,           0.0028131,             0.87352,             0.77307,             0.82231,             0.57395,            0.014168,           0.0048774,           0.0024799,           0.0005118,           0.0005118,           0.0005118,             0.55433,             0.64141,             0.47904,             0.19866,             0.65003,              0.7677,             0.67886,             0.62155
                 261,            0.014768,           0.0058068,           0.0026488,             0.88131,             0.76766,             0.80803,             0.56372,            0.014072,             0.00487,           0.0024851,          0.00050573,          0.00050573,          0.00050573,             0.55484,             0.64546,             0.48173,             0.10503,             0.63852,             0.78104,             0.68885,             0.61431
                 262,            0.014742,           0.0058779,           0.0025838,             0.87679,             0.77135,             0.82206,             0.57153,            0.014069,           0.0048608,           0.0024526,           0.0004998,           0.0004998,           0.0004998,             0.55344,             0.64254,             0.48246,             0.19973,             0.62765,             0.77158,              0.6772,             0.61767
                 263,            0.015303,           0.0061552,           0.0028551,             0.86639,             0.78506,             0.82294,             0.57249,            0.014069,           0.0048732,           0.0024767,          0.00049402,          0.00049402,          0.00049402,              0.5553,             0.64229,             0.48394,             0.19913,              0.6414,             0.76109,             0.68453,             0.61222
                 264,            0.015087,           0.0057596,           0.0026783,             0.88992,             0.75845,             0.82179,              0.5695,            0.014122,           0.0048695,           0.0025104,          0.00048837,          0.00048837,          0.00048837,             0.55131,             0.64057,             0.47912,             0.20245,             0.62522,             0.76302,             0.68273,             0.61157
                 265,            0.015398,           0.0059294,           0.0026584,             0.88823,             0.75662,             0.81982,             0.57053,            0.014073,           0.0048648,           0.0025242,          0.00048287,          0.00048287,          0.00048287,             0.55495,             0.63947,             0.47842,             0.19743,             0.62649,             0.76159,             0.67791,             0.62798
                 266,            0.015174,           0.0056725,           0.0027254,             0.87139,             0.77055,             0.82133,             0.56994,            0.014079,           0.0048734,           0.0025263,          0.00047752,          0.00047752,          0.00047752,             0.55743,             0.64176,             0.47979,             0.19779,             0.64075,             0.76218,             0.67597,             0.60382
                 267,            0.014742,           0.0058143,           0.0025134,             0.89771,             0.74544,             0.82172,             0.57489,             0.01412,           0.0048718,           0.0025479,          0.00047231,          0.00047231,          0.00047231,             0.55584,             0.64829,             0.48035,             0.20267,             0.65232,             0.77057,              0.6716,             0.61751
                 268,             0.01526,           0.0057833,           0.0026256,             0.90663,             0.73187,             0.82236,             0.57448,            0.014116,           0.0048589,           0.0025039,          0.00046724,          0.00046724,          0.00046724,             0.55756,              0.6329,             0.47894,             0.20561,             0.65361,             0.77537,              0.6694,             0.62241
                 269,            0.015343,           0.0059176,           0.0028406,              0.8789,             0.75871,             0.81871,             0.56725,            0.014111,           0.0048628,           0.0025075,          0.00046232,          0.00046232,          0.00046232,             0.55535,             0.64715,             0.47476,             0.19944,             0.62034,             0.76918,             0.65732,             0.61449
                 270,            0.015154,           0.0057918,           0.0027188,              0.8693,             0.76828,             0.81935,               0.569,            0.014066,           0.0048789,           0.0025105,          0.00045754,          0.00045754,          0.00045754,             0.55353,             0.64226,             0.47214,             0.19505,             0.62777,              0.7617,             0.67245,             0.62706
                 271,            0.015356,           0.0057875,            0.002868,             0.90207,             0.73761,               0.824,             0.57236,            0.014186,           0.0048766,            0.002499,          0.00045291,          0.00045291,          0.00045291,              0.5524,             0.64771,             0.48069,             0.21278,              0.6463,             0.76647,             0.65287,             0.61967
                 272,            0.014871,           0.0062448,           0.0026126,             0.85674,             0.77891,             0.82542,             0.57566,              0.0141,           0.0048875,           0.0025154,          0.00044843,          0.00044843,          0.00044843,             0.55437,             0.65048,             0.47486,             0.21291,             0.66041,             0.75562,             0.67673,             0.61993
                 273,             0.01518,           0.0058738,           0.0027104,             0.90835,             0.73371,             0.82289,              0.5725,            0.014145,           0.0048746,           0.0025414,          0.00044409,          0.00044409,          0.00044409,             0.55587,             0.63958,             0.47393,             0.19893,             0.66307,             0.76179,             0.67029,             0.61656
                 274,            0.014964,           0.0059827,           0.0028766,             0.86308,             0.78233,             0.82475,             0.57553,            0.014081,           0.0048782,           0.0024864,          0.00043991,          0.00043991,          0.00043991,             0.55588,              0.6477,             0.47707,             0.19911,             0.67584,             0.76271,             0.66743,             0.61851
                 275,            0.015065,            0.006009,           0.0028312,             0.86263,             0.77949,             0.82807,             0.57895,            0.014042,            0.004873,           0.0024619,          0.00043587,          0.00043587,          0.00043587,             0.55769,             0.64917,             0.48347,             0.20894,             0.65346,             0.77455,             0.68809,             0.61628
                 276,            0.014972,           0.0057774,            0.002682,             0.86679,             0.78273,             0.82424,             0.57799,            0.014047,           0.0048802,           0.0024777,          0.00043198,          0.00043198,          0.00043198,             0.55456,             0.65245,             0.48556,             0.20198,             0.66153,             0.77647,             0.68061,             0.61073
                 277,             0.01464,           0.0057645,           0.0024969,             0.89607,             0.74774,             0.82549,             0.57534,            0.014019,           0.0048811,           0.0024376,          0.00042823,          0.00042823,          0.00042823,             0.55568,             0.64549,             0.49302,             0.20405,             0.65083,             0.76376,             0.67363,             0.61624
                 278,            0.015013,           0.0060493,           0.0026802,             0.89356,             0.74896,             0.82414,             0.57143,            0.014087,           0.0048753,           0.0024863,          0.00042464,          0.00042464,          0.00042464,             0.55516,             0.64866,             0.48148,             0.19837,             0.64652,             0.75372,             0.67886,             0.60865
                 279,            0.014679,           0.0055647,             0.00256,             0.89472,             0.75377,             0.82483,             0.56904,            0.013992,           0.0048833,             0.00249,           0.0004212,           0.0004212,           0.0004212,             0.55559,             0.64193,             0.47918,             0.19948,             0.63645,             0.77321,             0.66043,             0.60608
                 280,            0.014768,            0.006182,           0.0026293,              0.8953,             0.76216,              0.8223,             0.56946,            0.014127,            0.004905,           0.0024983,          0.00041791,          0.00041791,          0.00041791,             0.55361,             0.63996,             0.47195,             0.19962,             0.63313,              0.7702,             0.67725,             0.60999
                 281,            0.015303,           0.0057548,           0.0026858,             0.87391,              0.7825,             0.82349,             0.56867,             0.01411,           0.0049002,           0.0024927,          0.00041477,          0.00041477,          0.00041477,             0.55303,              0.6377,              0.4753,             0.19895,             0.63572,             0.75746,             0.68371,             0.60747
                 282,            0.015072,            0.005818,           0.0026044,             0.89915,             0.74309,             0.82546,             0.57499,            0.014061,           0.0048902,           0.0024652,          0.00041178,          0.00041178,          0.00041178,             0.55589,             0.64722,             0.47788,             0.20145,             0.66344,             0.75544,             0.67415,             0.62445
                 283,            0.015197,           0.0061284,           0.0029126,             0.88761,             0.75581,             0.82233,             0.57109,            0.014063,           0.0048873,           0.0024998,          0.00040894,          0.00040894,          0.00040894,             0.55237,             0.65308,             0.48217,             0.19998,             0.63155,             0.74842,             0.68169,             0.61942
                 284,            0.015137,           0.0059853,            0.002757,             0.90108,             0.74013,             0.82374,             0.57428,            0.014064,           0.0048795,           0.0025043,          0.00040625,          0.00040625,          0.00040625,             0.55336,             0.64417,             0.47283,             0.19627,             0.66131,             0.76663,             0.69271,             0.60699
